Report_Name	Journal Requests (Excluding OA_Gold)
Report_ID	TR_J1
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Type=Controlled; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:22Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Administration and Policy in Mental Health and Mental Health Services Research	Springer US		SpringerLink	10.1007/10488.1573-3289	SN:10488	0894-587X	1573-3289		Total_Item_Requests	2	2	0
Advances in Atmospheric Sciences	Science Press		SpringerLink	10.1007/376.1861-9533	SN:376	0256-1530	1861-9533		Unique_Item_Requests	3	3	0
Advances in Atmospheric Sciences	Science Press		SpringerLink	10.1007/376.1861-9533	SN:376	0256-1530	1861-9533		Total_Item_Requests	3	3	0
Advances in Neurodevelopmental Disorders	Springer International Publishing		SpringerLink		SN:41252	2366-7532	2366-7540		Unique_Item_Requests	1	1	0
Advances in Neurodevelopmental Disorders	Springer International Publishing		SpringerLink		SN:41252	2366-7532	2366-7540		Total_Item_Requests	2	2	0
Agricultural Research	Springer India		SpringerLink	10.1007/40003.2249-7218	SN:40003	2249-720X	2249-7218		Unique_Item_Requests	1	1	0
Agricultural Research	Springer India		SpringerLink	10.1007/40003.2249-7218	SN:40003	2249-720X	2249-7218		Total_Item_Requests	2	2	0
Agronomy for Sustainable Development	Springer Paris		SpringerLink	10.1007/13593.1773-0155	SN:13593	1774-0746	1773-0155		Unique_Item_Requests	6	6	0
Agronomy for Sustainable Development	Springer Paris		SpringerLink	10.1007/13593.1773-0155	SN:13593	1774-0746	1773-0155		Total_Item_Requests	9	9	0
Air Quality, Atmosphere & Health	Springer Netherlands		SpringerLink	10.1007/11869.1873-9326	SN:11869	1873-9318	1873-9326		Unique_Item_Requests	1	1	0
Air Quality, Atmosphere & Health	Springer Netherlands		SpringerLink	10.1007/11869.1873-9326	SN:11869	1873-9318	1873-9326		Total_Item_Requests	1	1	0
Ambio	Springer Netherlands		SpringerLink	10.1007/13280.1654-7209	SN:13280	0044-7447	1654-7209		Unique_Item_Requests	3	3	0
Ambio	Springer Netherlands		SpringerLink	10.1007/13280.1654-7209	SN:13280	0044-7447	1654-7209		Total_Item_Requests	4	4	0
American Journal of Potato Research	Springer US		SpringerLink	10.1007/12230.1874-9380	SN:12230	1099-209X	1874-9380		Unique_Item_Requests	3	3	0
American Journal of Potato Research	Springer US		SpringerLink	10.1007/12230.1874-9380	SN:12230	1099-209X	1874-9380		Total_Item_Requests	5	5	0
Amino Acids	Springer Vienna		SpringerLink	10.1007/726.1438-2199	SN:726	0939-4451	1438-2199		Unique_Item_Requests	12	12	0
Amino Acids	Springer Vienna		SpringerLink	10.1007/726.1438-2199	SN:726	0939-4451	1438-2199		Total_Item_Requests	20	20	0
Analytical and Bioanalytical Chemistry	Springer Berlin Heidelberg		SpringerLink	10.1007/216.1618-2650	SN:216	1618-2642	1618-2650		Unique_Item_Requests	1	1	0
Analytical and Bioanalytical Chemistry	Springer Berlin Heidelberg		SpringerLink	10.1007/216.1618-2650	SN:216	1618-2642	1618-2650		Total_Item_Requests	1	1	0
Animal Cognition	Springer Berlin Heidelberg		SpringerLink	10.1007/10071.1435-9456	SN:10071	1435-9448	1435-9456		Unique_Item_Requests	3	3	0
Animal Cognition	Springer Berlin Heidelberg		SpringerLink	10.1007/10071.1435-9456	SN:10071	1435-9448	1435-9456		Total_Item_Requests	4	4	0
Annales Henri Poincaré	Springer International Publishing		SpringerLink	10.1007/23.1424-0661	SN:23	1424-0637	1424-0661		Unique_Item_Requests	1	1	0
Annales Henri Poincaré	Springer International Publishing		SpringerLink	10.1007/23.1424-0661	SN:23	1424-0637	1424-0661		Total_Item_Requests	2	2	0
Annals of Biomedical Engineering	Springer International Publishing		SpringerLink	10.1007/10439.1573-9686	SN:10439	0090-6964	1573-9686		Unique_Item_Requests	2	2	0
Annals of Biomedical Engineering	Springer International Publishing		SpringerLink	10.1007/10439.1573-9686	SN:10439	0090-6964	1573-9686		Total_Item_Requests	3	3	0
Annals of Operations Research	Springer US		SpringerLink	10.1007/10479.1572-9338	SN:10479	0254-5330	1572-9338		Unique_Item_Requests	2	2	0
Annals of Operations Research	Springer US		SpringerLink	10.1007/10479.1572-9338	SN:10479	0254-5330	1572-9338		Total_Item_Requests	3	3	0
Annals of Surgical Oncology	Springer-Verlag		SpringerLink		SN:10434	1068-9265	1534-4681		Unique_Item_Requests	1	1	0
Annals of Surgical Oncology	Springer-Verlag		SpringerLink		SN:10434	1068-9265	1534-4681		Total_Item_Requests	2	2	0
Antonie van Leeuwenhoek	Springer International Publishing		SpringerLink	10.1007/10482.1572-9699	SN:10482	0003-6072	1572-9699		Unique_Item_Requests	1	1	0
Antonie van Leeuwenhoek	Springer International Publishing		SpringerLink	10.1007/10482.1572-9699	SN:10482	0003-6072	1572-9699		Total_Item_Requests	2	2	0
Applied Intelligence	Springer US		SpringerLink	10.1007/10489.1573-7497	SN:10489	0924-669X	1573-7497		Unique_Item_Requests	1	1	0
Applied Intelligence	Springer US		SpringerLink	10.1007/10489.1573-7497	SN:10489	0924-669X	1573-7497		Total_Item_Requests	2	2	0
Applied Magnetic Resonance	Springer Vienna		SN:ResearchGate	10.1007/723.1613-7507	SN:723	0937-9347	1613-7507		Unique_Item_Requests	1	1	0
Applied Magnetic Resonance	Springer Vienna		SN:ResearchGate	10.1007/723.1613-7507	SN:723	0937-9347	1613-7507		Total_Item_Requests	1	1	0
Applied Microbiology and Biotechnology	Springer Berlin Heidelberg		SpringerLink	10.1007/253.1432-0614	SN:253	0175-7598	1432-0614		Unique_Item_Requests	7	7	0
Applied Microbiology and Biotechnology	Springer Berlin Heidelberg		SpringerLink	10.1007/253.1432-0614	SN:253	0175-7598	1432-0614		Total_Item_Requests	9	9	0
Applied Research in Quality of Life	Springer Netherlands		SpringerLink	10.1007/11482.1871-2576	SN:11482	1871-2584	1871-2576		Unique_Item_Requests	2	2	0
Applied Research in Quality of Life	Springer Netherlands		SpringerLink	10.1007/11482.1871-2576	SN:11482	1871-2584	1871-2576		Total_Item_Requests	2	2	0
Aquaculture International	Springer International Publishing		SpringerLink	10.1007/10499.1573-143X	SN:10499	0967-6120	1573-143X		Unique_Item_Requests	4	4	0
Aquaculture International	Springer International Publishing		SpringerLink	10.1007/10499.1573-143X	SN:10499	0967-6120	1573-143X		Total_Item_Requests	9	9	0
Arabian Journal of Geosciences	Springer International Publishing		SpringerLink	10.1007/12517.1866-7538	SN:12517	1866-7511	1866-7538		Unique_Item_Requests	6	6	0
Arabian Journal of Geosciences	Springer International Publishing		SpringerLink	10.1007/12517.1866-7538	SN:12517	1866-7511	1866-7538		Total_Item_Requests	8	8	0
Archaeologies	Springer US		SpringerLink	10.1007/11759.1935-3987	SN:11759	1555-8622	1935-3987		Unique_Item_Requests	1	1	0
Archaeologies	Springer US		SpringerLink	10.1007/11759.1935-3987	SN:11759	1555-8622	1935-3987		Total_Item_Requests	1	1	0
Archival Science	Springer Netherlands		SpringerLink	10.1007/10502.1573-7519	SN:10502	1389-0166	1573-7519		Unique_Item_Requests	1	1	0
Archival Science	Springer Netherlands		SpringerLink	10.1007/10502.1573-7519	SN:10502	1389-0166	1573-7519		Total_Item_Requests	1	1	0
Archive for Mathematical Logic	Springer-Verlag		SpringerLink		SN:153	0933-5846	1432-0665		Unique_Item_Requests	1	1	0
Archive for Mathematical Logic	Springer-Verlag		SpringerLink		SN:153	0933-5846	1432-0665		Total_Item_Requests	1	1	0
Archives of Dermatological Research	Springer-Verlag		SpringerLink		SN:403	0340-3696	1432-069X		Unique_Item_Requests	1	1	0
Archives of Dermatological Research	Springer-Verlag		SpringerLink		SN:403	0340-3696	1432-069X		Total_Item_Requests	2	2	0
Archives of Gynecology and Obstetrics	Springer Berlin Heidelberg		SpringerLink	10.1007/404.1432-0711	SN:404		1432-0711		Unique_Item_Requests	2	2	0
Archives of Gynecology and Obstetrics	Springer Berlin Heidelberg		SpringerLink	10.1007/404.1432-0711	SN:404		1432-0711		Total_Item_Requests	5	5	0
Archives of Microbiology	Springer Berlin Heidelberg		SpringerLink	10.1007/203.1432-072X	SN:203	0302-8933	1432-072X		Unique_Item_Requests	3	3	0
Archives of Microbiology	Springer Berlin Heidelberg		SpringerLink	10.1007/203.1432-072X	SN:203	0302-8933	1432-072X		Total_Item_Requests	5	5	0
Archives of Sexual Behavior	Springer US		SpringerLink	10.1007/10508.1573-2800	SN:10508	0004-0002	1573-2800		Unique_Item_Requests	20	20	0
Archives of Sexual Behavior	Springer US		SpringerLink	10.1007/10508.1573-2800	SN:10508	0004-0002	1573-2800		Total_Item_Requests	28	28	0
Archives of Toxicology	Springer Berlin Heidelberg		SpringerLink	10.1007/204.1432-0738	SN:204	0340-5761	1432-0738		Unique_Item_Requests	6	6	0
Archives of Toxicology	Springer Berlin Heidelberg		SpringerLink	10.1007/204.1432-0738	SN:204	0340-5761	1432-0738		Total_Item_Requests	6	6	0
Archives of Virology	Springer Vienna		SpringerLink		SN:705	0304-8608	1432-8798		Unique_Item_Requests	4	4	0
Archives of Virology	Springer Vienna		SpringerLink		SN:705	0304-8608	1432-8798		Total_Item_Requests	4	4	0
Arthropod-Plant Interactions	Springer Netherlands		SN:ResearchGate	10.1007/11829.1872-8847	SN:11829	1872-8855	1872-8847		Unique_Item_Requests	1	1	0
Arthropod-Plant Interactions	Springer Netherlands		SN:ResearchGate	10.1007/11829.1872-8847	SN:11829	1872-8855	1872-8847		Total_Item_Requests	1	1	0
Artificial Intelligence Review	Springer Netherlands		SpringerLink	10.1007/10462.1573-7462	SN:10462	0269-2821	1573-7462		Unique_Item_Requests	2	2	0
Artificial Intelligence Review	Springer Netherlands		SpringerLink	10.1007/10462.1573-7462	SN:10462	0269-2821	1573-7462		Total_Item_Requests	4	4	0
Artificial Life and Robotics	Springer Japan		SpringerLink	10.1007/10015.1614-7456	SN:10015	1433-5298	1614-7456		Unique_Item_Requests	2	2	0
Artificial Life and Robotics	Springer Japan		SpringerLink	10.1007/10015.1614-7456	SN:10015	1433-5298	1614-7456		Total_Item_Requests	4	4	0
Asia Pacific Education Review	Springer Netherlands		SpringerLink	10.1007/12564.1876-407X	SN:12564	1598-1037	1876-407X		Unique_Item_Requests	1	1	0
Asia Pacific Education Review	Springer Netherlands		SpringerLink	10.1007/12564.1876-407X	SN:12564	1598-1037	1876-407X		Total_Item_Requests	1	1	0
Asia Pacific Journal of Management	Springer US		SpringerLink		SN:10490	0217-4561	1572-9958		Unique_Item_Requests	1	1	0
Asia Pacific Journal of Management	Springer US		SpringerLink		SN:10490	0217-4561	1572-9958		Total_Item_Requests	1	1	0
Atlantic Economic Journal	Kluwer Academic Publishers		SpringerLink		SN:11293	0197-4254	1573-9678		Unique_Item_Requests	1	1	0
Atlantic Economic Journal	Kluwer Academic Publishers		SpringerLink		SN:11293	0197-4254	1573-9678		Total_Item_Requests	1	1	0
Attention, Perception, & Psychophysics	Springer US		SpringerLink		SN:13414	1943-3921	1943-393X		Unique_Item_Requests	7	7	0
Attention, Perception, & Psychophysics	Springer US		SpringerLink		SN:13414	1943-3921	1943-393X		Total_Item_Requests	10	10	0
Behavioral Ecology and Sociobiology	Springer Berlin Heidelberg		SpringerLink	10.1007/265.1432-0762	SN:265	0340-5443	1432-0762		Unique_Item_Requests	9	9	0
Behavioral Ecology and Sociobiology	Springer Berlin Heidelberg		SpringerLink	10.1007/265.1432-0762	SN:265	0340-5443	1432-0762		Total_Item_Requests	12	12	0
Biochemistry (Moscow)	Kluwer Academic Publishers-Plenum Publishers		SpringerLink		SN:10541	0006-2979	1608-3040		Unique_Item_Requests	1	1	0
Biochemistry (Moscow)	Kluwer Academic Publishers-Plenum Publishers		SpringerLink		SN:10541	0006-2979	1608-3040		Total_Item_Requests	1	1	0
Biodiversity and Conservation	Springer Netherlands		SpringerLink	10.1007/10531.1572-9710	SN:10531	0960-3115	1572-9710		Unique_Item_Requests	6	6	0
Biodiversity and Conservation	Springer Netherlands		SpringerLink	10.1007/10531.1572-9710	SN:10531	0960-3115	1572-9710		Total_Item_Requests	8	8	0
BioEnergy Research	Springer US		SN:ResearchGate	10.1007/12155.1939-1242	SN:12155	1939-1234	1939-1242		Unique_Item_Requests	1	1	0
BioEnergy Research	Springer US		SN:ResearchGate	10.1007/12155.1939-1242	SN:12155	1939-1234	1939-1242		Total_Item_Requests	2	2	0
BioEnergy Research	Springer US		SpringerLink	10.1007/12155.1939-1242	SN:12155	1939-1234	1939-1242		Unique_Item_Requests	3	3	0
BioEnergy Research	Springer US		SpringerLink	10.1007/12155.1939-1242	SN:12155	1939-1234	1939-1242		Total_Item_Requests	3	3	0
Biologia	SP Versita		SpringerLink		SN:11756	0006-3088	1336-9563		Unique_Item_Requests	2	2	0
Biologia	SP Versita		SpringerLink		SN:11756	0006-3088	1336-9563		Total_Item_Requests	2	2	0
Biological Cybernetics	Springer-Verlag		SpringerLink		SN:422	0340-1200	1432-0770		Unique_Item_Requests	1	1	0
Biological Cybernetics	Springer-Verlag		SpringerLink		SN:422	0340-1200	1432-0770		Total_Item_Requests	1	1	0
Biological Invasions	Springer International Publishing		SN:ResearchGate	10.1007/10530.1573-1464	SN:10530	1387-3547	1573-1464		Unique_Item_Requests	1	1	0
Biological Invasions	Springer International Publishing		SN:ResearchGate	10.1007/10530.1573-1464	SN:10530	1387-3547	1573-1464		Total_Item_Requests	1	1	0
Biological Invasions	Springer International Publishing		SpringerLink	10.1007/10530.1573-1464	SN:10530	1387-3547	1573-1464		Unique_Item_Requests	15	15	0
Biological Invasions	Springer International Publishing		SpringerLink	10.1007/10530.1573-1464	SN:10530	1387-3547	1573-1464		Total_Item_Requests	17	17	0
Biology & Philosophy	Springer Netherlands		SpringerLink	10.1007/10539.1572-8404	SN:10539	0169-3867	1572-8404		Unique_Item_Requests	2	2	0
Biology & Philosophy	Springer Netherlands		SpringerLink	10.1007/10539.1572-8404	SN:10539	0169-3867	1572-8404		Total_Item_Requests	2	2	0
Biology and Fertility of Soils	Springer Berlin Heidelberg		SpringerLink	10.1007/374.1432-0789	SN:374	0178-2762	1432-0789		Unique_Item_Requests	3	3	0
Biology and Fertility of Soils	Springer Berlin Heidelberg		SpringerLink	10.1007/374.1432-0789	SN:374	0178-2762	1432-0789		Total_Item_Requests	5	5	0
Biology Bulletin	Pleiades Publishing		SpringerLink	10.1134/10525.1608-3059	SN:10525	1062-3590	1608-3059		Unique_Item_Requests	1	1	0
Biology Bulletin	Pleiades Publishing		SpringerLink	10.1134/10525.1608-3059	SN:10525	1062-3590	1608-3059		Total_Item_Requests	2	2	0
Biomass Conversion and Biorefinery	Springer Berlin Heidelberg		SpringerLink	10.1007/13399.2190-6823	SN:13399	2190-6815	2190-6823		Unique_Item_Requests	5	5	0
Biomass Conversion and Biorefinery	Springer Berlin Heidelberg		SpringerLink	10.1007/13399.2190-6823	SN:13399	2190-6815	2190-6823		Total_Item_Requests	8	8	0
Biomedical Engineering	Springer US		SpringerLink	10.1007/10527.1573-8256	SN:10527	0006-3398	1573-8256		Unique_Item_Requests	1	1	0
Biomedical Engineering	Springer US		SpringerLink	10.1007/10527.1573-8256	SN:10527	0006-3398	1573-8256		Total_Item_Requests	1	1	0
Biotechnology Letters	Kluwer Academic Publishers		SpringerLink		SN:10529	0141-5492	1573-6776		Unique_Item_Requests	1	1	0
Biotechnology Letters	Kluwer Academic Publishers		SpringerLink		SN:10529	0141-5492	1573-6776		Total_Item_Requests	1	1	0
Biotechnology Techniques	Kluwer Academic Publishers		SpringerLink		SN:10542	0951-208X	1573-6784		Unique_Item_Requests	1	1	0
Biotechnology Techniques	Kluwer Academic Publishers		SpringerLink		SN:10542	0951-208X	1573-6784		Total_Item_Requests	1	1	0
Brain Structure and Function	Springer Berlin Heidelberg		SpringerLink	10.1007/429.1863-2661	SN:429	1863-2653	1863-2661		Unique_Item_Requests	1	1	0
Brain Structure and Function	Springer Berlin Heidelberg		SpringerLink	10.1007/429.1863-2661	SN:429	1863-2653	1863-2661		Total_Item_Requests	2	2	0
Brain Topography	Springer US		SpringerLink		SN:10548	0896-0267	1573-6792		Unique_Item_Requests	1	1	0
Brain Topography	Springer US		SpringerLink		SN:10548	0896-0267	1573-6792		Total_Item_Requests	2	2	0
Brazilian Journal of Microbiology	Springer International Publishing		SpringerLink		SN:42770	1517-8382	1678-4405		Unique_Item_Requests	6	6	0
Brazilian Journal of Microbiology	Springer International Publishing		SpringerLink		SN:42770	1517-8382	1678-4405		Total_Item_Requests	16	16	0
Breast Cancer Research	BioMed Central		SpringerLink		SN:13058		1465-542X		Unique_Item_Requests	1	1	0
Breast Cancer Research	BioMed Central		SpringerLink		SN:13058		1465-542X		Total_Item_Requests	2	2	0
Breast Cancer Research and Treatment	Springer US		SpringerLink	10.1007/10549.1573-7217	SN:10549	0167-6806	1573-7217		Unique_Item_Requests	3	3	0
Breast Cancer Research and Treatment	Springer US		SpringerLink	10.1007/10549.1573-7217	SN:10549	0167-6806	1573-7217		Total_Item_Requests	4	4	0
British Dental Journal	Nature Publishing Group UK		nature.com		SN:41415	0007-0610	1476-5373		Unique_Item_Requests	1	1	0
British Dental Journal	Nature Publishing Group UK		nature.com		SN:41415	0007-0610	1476-5373		Total_Item_Requests	2	2	0
Bulletin of Environmental Contamination and Toxicology	Springer US		SpringerLink	10.1007/128.1432-0800	SN:128	0007-4861	1432-0800		Unique_Item_Requests	1	1	0
Bulletin of Environmental Contamination and Toxicology	Springer US		SpringerLink	10.1007/128.1432-0800	SN:128	0007-4861	1432-0800		Total_Item_Requests	2	2	0
Business & Information Systems Engineering	Springer Fachmedien Wiesbaden		SpringerLink	10.1007/12599.1867-0202	SN:12599	2363-7005	1867-0202		Unique_Item_Requests	1	1	0
Business & Information Systems Engineering	Springer Fachmedien Wiesbaden		SpringerLink	10.1007/12599.1867-0202	SN:12599	2363-7005	1867-0202		Total_Item_Requests	1	1	0
Canadian Journal of Anesthesia/Journal canadien d'anesthésie	Springer US		SpringerLink	10.1007/12630.1496-8975	SN:12630	0832-610X	1496-8975		Unique_Item_Requests	2	2	0
Canadian Journal of Anesthesia/Journal canadien d'anesthésie	Springer US		SpringerLink	10.1007/12630.1496-8975	SN:12630	0832-610X	1496-8975		Total_Item_Requests	2	2	0
Canadian Journal of Public Health	Springer International Publishing		SpringerLink		SN:41997	0008-4263	1920-7476		Unique_Item_Requests	4	4	0
Canadian Journal of Public Health	Springer International Publishing		SpringerLink		SN:41997	0008-4263	1920-7476		Total_Item_Requests	6	6	0
Cancer and Metastasis Reviews	Kluwer Academic Publishers-Plenum Publishers		SpringerLink		SN:10555	0167-7659	1573-7233		Unique_Item_Requests	2	2	0
Cancer and Metastasis Reviews	Kluwer Academic Publishers-Plenum Publishers		SpringerLink		SN:10555	0167-7659	1573-7233		Total_Item_Requests	2	2	0
Cancer Gene Therapy	Nature Publishing Group US		nature.com	10.1038/41417.1476-5500	SN:41417	0929-1903	1476-5500		Unique_Item_Requests	1	1	0
Cancer Gene Therapy	Nature Publishing Group US		nature.com	10.1038/41417.1476-5500	SN:41417	0929-1903	1476-5500		Total_Item_Requests	1	1	0
Carbon Letters	Springer Nature Singapore		SpringerLink		SN:42823	1976-4251	2233-4998		Unique_Item_Requests	1	1	0
Carbon Letters	Springer Nature Singapore		SpringerLink		SN:42823	1976-4251	2233-4998		Total_Item_Requests	1	1	0
Catalysis Surveys from Asia	Springer US		SpringerLink	10.1007/10563.1574-9266	SN:10563	1571-1013	1574-9266		Unique_Item_Requests	3	3	0
Catalysis Surveys from Asia	Springer US		SpringerLink	10.1007/10563.1574-9266	SN:10563	1571-1013	1574-9266		Total_Item_Requests	3	3	0
Cell and Tissue Research	Springer Berlin Heidelberg		SpringerLink	10.1007/441.1432-0878	SN:441	0302-766X	1432-0878		Unique_Item_Requests	2	2	0
Cell and Tissue Research	Springer Berlin Heidelberg		SpringerLink	10.1007/441.1432-0878	SN:441	0302-766X	1432-0878		Total_Item_Requests	3	3	0
Cell Biochemistry and Biophysics	Springer US		SpringerLink	10.1007/12013.1559-0283	SN:12013	1085-9195	1559-0283		Unique_Item_Requests	5	5	0
Cell Biochemistry and Biophysics	Springer US		SpringerLink	10.1007/12013.1559-0283	SN:12013	1085-9195	1559-0283		Total_Item_Requests	6	6	0
Cell Death & Differentiation	Nature Publishing Group UK		nature.com		SN:41418	1350-9047	1476-5403		Unique_Item_Requests	5	5	0
Cell Death & Differentiation	Nature Publishing Group UK		nature.com		SN:41418	1350-9047	1476-5403		Total_Item_Requests	6	6	0
Cell Research	Nature Publishing Group UK		nature.com		SN:41422	1001-0602	1748-7838		Unique_Item_Requests	1	1	0
Cell Research	Nature Publishing Group UK		nature.com		SN:41422	1001-0602	1748-7838		Total_Item_Requests	1	1	0
Cellulose	Springer Netherlands		SpringerLink	10.1007/10570.1572-882X	SN:10570	0969-0239	1572-882X		Unique_Item_Requests	1	1	0
Cellulose	Springer Netherlands		SpringerLink	10.1007/10570.1572-882X	SN:10570	0969-0239	1572-882X		Total_Item_Requests	1	1	0
Central European Journal of Biology	Versita		SpringerLink		SN:11535	1895-104X	1644-3632		Unique_Item_Requests	1	1	0
Central European Journal of Biology	Versita		SpringerLink		SN:11535	1895-104X	1644-3632		Total_Item_Requests	2	2	0
ChemTexts	Springer International Publishing		SpringerLink		SN:40828		2199-3793		Unique_Item_Requests	2	2	0
ChemTexts	Springer International Publishing		SpringerLink		SN:40828		2199-3793		Total_Item_Requests	4	4	0
Child and Adolescent Social Work Journal	Springer US		SpringerLink	10.1007/10560.1573-2797	SN:10560	0738-0151	1573-2797		Unique_Item_Requests	2	2	0
Child and Adolescent Social Work Journal	Springer US		SpringerLink	10.1007/10560.1573-2797	SN:10560	0738-0151	1573-2797		Total_Item_Requests	5	5	0
Child Indicators Research	Springer Netherlands		SpringerLink	10.1007/12187.1874-8988	SN:12187	1874-897X	1874-8988		Unique_Item_Requests	3	3	0
Child Indicators Research	Springer Netherlands		SpringerLink	10.1007/12187.1874-8988	SN:12187	1874-897X	1874-8988		Total_Item_Requests	3	3	0
Children's Literature in Education	Springer Netherlands		SpringerLink	10.1007/10583.1573-1693	SN:10583	0045-6713	1573-1693		Unique_Item_Requests	3	3	0
Children's Literature in Education	Springer Netherlands		SpringerLink	10.1007/10583.1573-1693	SN:10583	0045-6713	1573-1693		Total_Item_Requests	4	4	0
China International Strategy Review	Springer Nature Singapore		SpringerLink		SN:42533	2524-5627	2524-5635		Unique_Item_Requests	2	2	0
China International Strategy Review	Springer Nature Singapore		SpringerLink		SN:42533	2524-5627	2524-5635		Total_Item_Requests	2	2	0
Chinese Journal of Integrative Medicine	Springer Berlin Heidelberg		SpringerLink		SN:11655	1672-0415	1993-0402		Unique_Item_Requests	1	1	0
Chinese Journal of Integrative Medicine	Springer Berlin Heidelberg		SpringerLink		SN:11655	1672-0415	1993-0402		Total_Item_Requests	1	1	0
Chinese Journal of Polymer Science	Chinese Chemical Society and Institute of Chemistry, CAS		SpringerLink	10.1007/10118.1439-6203	SN:10118	0256-7679	1439-6203		Unique_Item_Requests	1	1	0
Chinese Journal of Polymer Science	Chinese Chemical Society and Institute of Chemistry, CAS		SpringerLink	10.1007/10118.1439-6203	SN:10118	0256-7679	1439-6203		Total_Item_Requests	1	1	0
Chromatographia	Springer-Verlag		SpringerLink		SN:10337	0009-5893	1612-1112		Unique_Item_Requests	1	1	0
Chromatographia	Springer-Verlag		SpringerLink		SN:10337	0009-5893	1612-1112		Total_Item_Requests	1	1	0
Circular Economy and Sustainability	Springer International Publishing		SpringerLink		SN:43615	2730-597X	2730-5988		Unique_Item_Requests	1	1	0
Circular Economy and Sustainability	Springer International Publishing		SpringerLink		SN:43615	2730-597X	2730-5988		Total_Item_Requests	1	1	0
