Report_Name	Journal Requests (Excluding OA_Gold)
Report_ID	TR_J1
Release	5
Institution_Name	Robertson Library, UPEI
Institution_ID	SN:3000162182
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Type=Controlled; Access_Method=Regular
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T14:02:22Z
Created_By	SpringerNature

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Clean Technologies and Environmental Policy	Springer Berlin Heidelberg		SpringerLink	10.1007/10098.1618-9558	SN:10098	1618-954X	1618-9558		Unique_Item_Requests	6	6	0
Clean Technologies and Environmental Policy	Springer Berlin Heidelberg		SpringerLink	10.1007/10098.1618-9558	SN:10098	1618-954X	1618-9558		Total_Item_Requests	7	7	0
Climate Dynamics	Springer Berlin Heidelberg		SN:ResearchGate	10.1007/382.1432-0894	SN:382	0930-7575	1432-0894		Unique_Item_Requests	1	1	0
Climate Dynamics	Springer Berlin Heidelberg		SN:ResearchGate	10.1007/382.1432-0894	SN:382	0930-7575	1432-0894		Total_Item_Requests	1	1	0
Climate Dynamics	Springer Berlin Heidelberg		SpringerLink	10.1007/382.1432-0894	SN:382	0930-7575	1432-0894		Unique_Item_Requests	15	15	0
Climate Dynamics	Springer Berlin Heidelberg		SpringerLink	10.1007/382.1432-0894	SN:382	0930-7575	1432-0894		Total_Item_Requests	17	17	0
Climatic Change	Springer Netherlands		SpringerLink	10.1007/10584.1573-1480	SN:10584	0165-0009	1573-1480		Unique_Item_Requests	21	21	0
Climatic Change	Springer Netherlands		SpringerLink	10.1007/10584.1573-1480	SN:10584	0165-0009	1573-1480		Total_Item_Requests	33	33	0
Clinical and Experimental Medicine	Springer Milan		SpringerLink		SN:10238	1591-8890	1591-9528		Unique_Item_Requests	1	1	0
Clinical and Experimental Medicine	Springer Milan		SpringerLink		SN:10238	1591-8890	1591-9528		Total_Item_Requests	1	1	0
Clinical Child and Family Psychology Review	Springer US		SpringerLink	10.1007/10567.1573-2827	SN:10567	1096-4037	1573-2827		Unique_Item_Requests	1	1	0
Clinical Child and Family Psychology Review	Springer US		SpringerLink	10.1007/10567.1573-2827	SN:10567	1096-4037	1573-2827		Total_Item_Requests	1	1	0
Clinical Social Work Journal	Springer US		SpringerLink	10.1007/10615.1573-3343	SN:10615	0091-1674	1573-3343		Unique_Item_Requests	2	2	0
Clinical Social Work Journal	Springer US		SpringerLink	10.1007/10615.1573-3343	SN:10615	0091-1674	1573-3343		Total_Item_Requests	2	2	0
Cluster Computing	Springer US		SpringerLink	10.1007/10586.1573-7543	SN:10586	1386-7857	1573-7543		Unique_Item_Requests	1	1	0
Cluster Computing	Springer US		SpringerLink	10.1007/10586.1573-7543	SN:10586	1386-7857	1573-7543		Total_Item_Requests	1	1	0
Cognition, Technology & Work	Springer London		SpringerLink	10.1007/10111.1435-5566	SN:10111	1435-5558	1435-5566		Unique_Item_Requests	1	1	0
Cognition, Technology & Work	Springer London		SpringerLink	10.1007/10111.1435-5566	SN:10111	1435-5558	1435-5566		Total_Item_Requests	1	1	0
Cognitive Processing	Springer Berlin Heidelberg		SpringerLink	10.1007/10339.1612-4790	SN:10339	1612-4782	1612-4790		Unique_Item_Requests	1	1	0
Cognitive Processing	Springer Berlin Heidelberg		SpringerLink	10.1007/10339.1612-4790	SN:10339	1612-4782	1612-4790		Total_Item_Requests	2	2	0
Communications in Mathematical Physics	Springer-Verlag		SpringerLink		SN:220	0010-3616	1432-0916		Unique_Item_Requests	2	2	0
Communications in Mathematical Physics	Springer-Verlag		SpringerLink		SN:220	0010-3616	1432-0916		Total_Item_Requests	2	2	0
Computational Statistics	Springer Berlin Heidelberg		SpringerLink	10.1007/180.1613-9658	SN:180	0943-4062	1613-9658		Unique_Item_Requests	1	1	0
Computational Statistics	Springer Berlin Heidelberg		SpringerLink	10.1007/180.1613-9658	SN:180	0943-4062	1613-9658		Total_Item_Requests	1	1	0
Computer Supported Cooperative Work (CSCW)	Springer Netherlands		SpringerLink	10.1007/10606.1573-7551	SN:10606	0925-9724	1573-7551		Unique_Item_Requests	2	2	0
Computer Supported Cooperative Work (CSCW)	Springer Netherlands		SpringerLink	10.1007/10606.1573-7551	SN:10606	0925-9724	1573-7551		Total_Item_Requests	4	4	0
Conservation Genetics	Springer Netherlands		SpringerLink	10.1007/10592.1572-9737	SN:10592	1566-0621	1572-9737		Unique_Item_Requests	3	3	0
Conservation Genetics	Springer Netherlands		SpringerLink	10.1007/10592.1572-9737	SN:10592	1566-0621	1572-9737		Total_Item_Requests	4	4	0
Contemporary Family Therapy	Springer US		SpringerLink	10.1007/10591.1573-3335	SN:10591	0892-2764	1573-3335		Unique_Item_Requests	1	1	0
Contemporary Family Therapy	Springer US		SpringerLink	10.1007/10591.1573-3335	SN:10591	0892-2764	1573-3335		Total_Item_Requests	1	1	0
Contemporary School Psychology	Springer New York		SpringerLink		SN:40688	2159-2020	2161-1505		Unique_Item_Requests	2	2	0
Contemporary School Psychology	Springer New York		SpringerLink		SN:40688	2159-2020	2161-1505		Total_Item_Requests	2	2	0
Continental Philosophy Review	Springer Netherlands		SpringerLink	10.1007/11007.1573-1103	SN:11007	1387-2842	1573-1103		Unique_Item_Requests	1	1	0
Continental Philosophy Review	Springer Netherlands		SpringerLink	10.1007/11007.1573-1103	SN:11007	1387-2842	1573-1103		Total_Item_Requests	1	1	0
Coral Reefs	Springer-Verlag		SpringerLink		SN:338	0722-4028	1432-0975		Unique_Item_Requests	2	2	0
Coral Reefs	Springer-Verlag		SpringerLink		SN:338	0722-4028	1432-0975		Total_Item_Requests	5	5	0
Critical Criminology	Springer Netherlands		SpringerLink	10.1007/10612.1572-9877	SN:10612	1205-8629	1572-9877		Unique_Item_Requests	1	1	0
Critical Criminology	Springer Netherlands		SpringerLink	10.1007/10612.1572-9877	SN:10612	1205-8629	1572-9877		Total_Item_Requests	1	1	0
Cultural Studies of Science Education	Springer Netherlands		SpringerLink	10.1007/11422.1871-1510	SN:11422	1871-1502	1871-1510		Unique_Item_Requests	1	1	0
Cultural Studies of Science Education	Springer Netherlands		SpringerLink	10.1007/11422.1871-1510	SN:11422	1871-1502	1871-1510		Total_Item_Requests	2	2	0
Culture and Brain	Springer Berlin Heidelberg		SpringerLink	10.1007/40167.2193-8660	SN:40167	2193-8652	2193-8660		Unique_Item_Requests	2	2	0
Culture and Brain	Springer Berlin Heidelberg		SpringerLink	10.1007/40167.2193-8660	SN:40167	2193-8652	2193-8660		Total_Item_Requests	4	4	0
Culture, Medicine, and Psychiatry	Springer US		SpringerLink	10.1007/11013.1573-076X	SN:11013	0165-005X	1573-076X		Unique_Item_Requests	2	2	0
Culture, Medicine, and Psychiatry	Springer US		SpringerLink	10.1007/11013.1573-076X	SN:11013	0165-005X	1573-076X		Total_Item_Requests	3	3	0
Current Addiction Reports	Springer International Publishing		SpringerLink		SN:40429		2196-2952		Unique_Item_Requests	1	1	0
Current Addiction Reports	Springer International Publishing		SpringerLink		SN:40429		2196-2952		Total_Item_Requests	2	2	0
Current Attention Disorders Reports	Current Science Inc.		SpringerLink		SN:12618	1943-4561	1943-457X		Unique_Item_Requests	1	1	0
Current Attention Disorders Reports	Current Science Inc.		SpringerLink		SN:12618	1943-4561	1943-457X		Total_Item_Requests	2	2	0
Current Cardiology Reports	Springer US		SpringerLink	10.1007/11886.1534-3170	SN:11886	1523-3782	1534-3170		Unique_Item_Requests	2	2	0
Current Cardiology Reports	Springer US		SpringerLink	10.1007/11886.1534-3170	SN:11886	1523-3782	1534-3170		Total_Item_Requests	3	3	0
Current Climate Change Reports	Springer International Publishing		SN:ResearchGate		SN:40641		2198-6061		Unique_Item_Requests	1	1	0
Current Climate Change Reports	Springer International Publishing		SN:ResearchGate		SN:40641		2198-6061		Total_Item_Requests	1	1	0
Current Dermatology Reports	Springer US		SpringerLink	10.1007/13671.2162-4933	SN:13671		2162-4933		Unique_Item_Requests	2	2	0
Current Dermatology Reports	Springer US		SpringerLink	10.1007/13671.2162-4933	SN:13671		2162-4933		Total_Item_Requests	4	4	0
Current Environmental Health Reports	Springer International Publishing		SpringerLink		SN:40572		2196-5412		Unique_Item_Requests	6	6	0
Current Environmental Health Reports	Springer International Publishing		SpringerLink		SN:40572		2196-5412		Total_Item_Requests	12	12	0
Current Forestry Reports	Springer International Publishing		SpringerLink		SN:40725		2198-6436		Unique_Item_Requests	2	2	0
Current Forestry Reports	Springer International Publishing		SpringerLink		SN:40725		2198-6436		Total_Item_Requests	4	4	0
Current Gastroenterology Reports	Springer US		SpringerLink	10.1007/11894.1534-312X	SN:11894	1522-8037	1534-312X		Unique_Item_Requests	1	1	0
Current Gastroenterology Reports	Springer US		SpringerLink	10.1007/11894.1534-312X	SN:11894	1522-8037	1534-312X		Total_Item_Requests	4	4	0
Current Hypertension Reports	Springer US		SpringerLink		SN:11906	1522-6417	1534-3111		Unique_Item_Requests	2	2	0
Current Hypertension Reports	Springer US		SpringerLink		SN:11906	1522-6417	1534-3111		Total_Item_Requests	3	3	0
Current Microbiology	Springer US		SpringerLink	10.1007/284.1432-0991	SN:284	0343-8651	1432-0991		Unique_Item_Requests	2	2	0
Current Microbiology	Springer US		SpringerLink	10.1007/284.1432-0991	SN:284	0343-8651	1432-0991		Total_Item_Requests	4	4	0
Current Pediatrics Reports	Springer US		SpringerLink		SN:40124		2167-4841		Unique_Item_Requests	1	1	0
Current Pediatrics Reports	Springer US		SpringerLink		SN:40124		2167-4841		Total_Item_Requests	2	2	0
Current Pollution Reports	Springer International Publishing		SpringerLink		SN:40726		2198-6592		Unique_Item_Requests	1	1	0
Current Pollution Reports	Springer International Publishing		SpringerLink		SN:40726		2198-6592		Total_Item_Requests	2	2	0
Current Psychiatry Reports	Springer US		SpringerLink	10.1007/11920.1535-1645	SN:11920	1523-3812	1535-1645		Unique_Item_Requests	3	3	0
Current Psychiatry Reports	Springer US		SpringerLink	10.1007/11920.1535-1645	SN:11920	1523-3812	1535-1645		Total_Item_Requests	4	4	0
Current Psychology	Springer US		SpringerLink	10.1007/12144.1936-4733	SN:12144	1046-1310	1936-4733		Unique_Item_Requests	13	13	0
Current Psychology	Springer US		SpringerLink	10.1007/12144.1936-4733	SN:12144	1046-1310	1936-4733		Total_Item_Requests	18	18	0
Current Reviews in Musculoskeletal Medicine	Springer US		SpringerLink	10.1007/12178.1935-9748	SN:12178	1935-973X	1935-9748		Unique_Item_Requests	1	1	0
Current Reviews in Musculoskeletal Medicine	Springer US		SpringerLink	10.1007/12178.1935-9748	SN:12178	1935-973X	1935-9748		Total_Item_Requests	2	2	0
Current Sexual Health Reports	Springer US		SpringerLink	10.1007/11930.1548-3592	SN:11930	1548-3584	1548-3592		Unique_Item_Requests	3	3	0
Current Sexual Health Reports	Springer US		SpringerLink	10.1007/11930.1548-3592	SN:11930	1548-3584	1548-3592		Total_Item_Requests	3	3	0
Current Treatment Options in Oncology	Springer US		SN:ResearchGate	10.1007/11864.1534-6277	SN:11864	1527-2729	1534-6277		Unique_Item_Requests	1	1	0
Current Treatment Options in Oncology	Springer US		SN:ResearchGate	10.1007/11864.1534-6277	SN:11864	1527-2729	1534-6277		Total_Item_Requests	1	1	0
Current Treatment Options in Psychiatry	Springer International Publishing		SpringerLink		SN:40501		2196-3061		Unique_Item_Requests	3	3	0
Current Treatment Options in Psychiatry	Springer International Publishing		SpringerLink		SN:40501		2196-3061		Total_Item_Requests	4	4	0
Curriculum Perspectives	Springer Singapore		SpringerLink		SN:41297	0159-7868	2367-1793		Unique_Item_Requests	2	2	0
Curriculum Perspectives	Springer Singapore		SpringerLink		SN:41297	0159-7868	2367-1793		Total_Item_Requests	4	4	0
Cytotechnology	Springer Netherlands		SpringerLink		SN:10616	0920-9069	1573-0778		Unique_Item_Requests	3	3	0
Cytotechnology	Springer Netherlands		SpringerLink		SN:10616	0920-9069	1573-0778		Total_Item_Requests	10	10	0
De Economist	Springer US		SpringerLink		SN:10645	0013-063X	1572-9982		Unique_Item_Requests	1	1	0
De Economist	Springer US		SpringerLink		SN:10645	0013-063X	1572-9982		Total_Item_Requests	1	1	0
Der Anaesthesist	Springer-Verlag		SpringerLink		SN:101	0003-2417			Unique_Item_Requests	1	1	0
Der Anaesthesist	Springer-Verlag		SpringerLink		SN:101	0003-2417			Total_Item_Requests	1	1	0
Der Internist	Springer Medizin		SpringerLink	10.1007/108.1432-1289	SN:108	0020-9554	1432-1289		Unique_Item_Requests	1	1	0
Der Internist	Springer Medizin		SpringerLink	10.1007/108.1432-1289	SN:108	0020-9554	1432-1289		Total_Item_Requests	2	2	0
Die Kulturpflanze	Kluwer Academic Publishers		SpringerLink		SN:10722	0075-7209	1573-5109		Unique_Item_Requests	1	1	0
Die Kulturpflanze	Kluwer Academic Publishers		SpringerLink		SN:10722	0075-7209	1573-5109		Total_Item_Requests	1	1	0
Drug Delivery and Translational Research	Springer US		SpringerLink	10.1007/13346.2190-3948	SN:13346	2190-393X	2190-3948		Unique_Item_Requests	1	1	0
Drug Delivery and Translational Research	Springer US		SpringerLink	10.1007/13346.2190-3948	SN:13346	2190-393X	2190-3948		Total_Item_Requests	2	2	0
Dysphagia	Springer-Verlag		SpringerLink		SN:455	0179-051X	1432-0460		Unique_Item_Requests	2	2	0
Dysphagia	Springer-Verlag		SpringerLink		SN:455	0179-051X	1432-0460		Total_Item_Requests	2	2	0
Early Childhood Education Journal	Springer Netherlands		SpringerLink	10.1007/10643.1573-1707	SN:10643	1082-3301	1573-1707		Unique_Item_Requests	5	5	0
Early Childhood Education Journal	Springer Netherlands		SpringerLink	10.1007/10643.1573-1707	SN:10643	1082-3301	1573-1707		Total_Item_Requests	8	8	0
Earth Science Informatics	Springer Berlin Heidelberg		SpringerLink	10.1007/12145.1865-0481	SN:12145	1865-0473	1865-0481		Unique_Item_Requests	2	2	0
Earth Science Informatics	Springer Berlin Heidelberg		SpringerLink	10.1007/12145.1865-0481	SN:12145	1865-0473	1865-0481		Total_Item_Requests	4	4	0
Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity	Springer International Publishing		SpringerLink		SN:40519	1124-4909	1590-1262		Unique_Item_Requests	4	4	0
Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity	Springer International Publishing		SpringerLink		SN:40519	1124-4909	1590-1262		Total_Item_Requests	6	6	0
Ecological Research	Springer Japan		SpringerLink		SN:11284	0912-3814	1440-1703		Unique_Item_Requests	3	3	0
Ecological Research	Springer Japan		SpringerLink		SN:11284	0912-3814	1440-1703		Total_Item_Requests	4	4	0
Ecosystems	Springer US		SpringerLink	10.1007/10021.1435-0629	SN:10021	1432-9840	1435-0629		Unique_Item_Requests	2	2	0
Ecosystems	Springer US		SpringerLink	10.1007/10021.1435-0629	SN:10021	1432-9840	1435-0629		Total_Item_Requests	2	2	0
Ecotoxicology	Springer US		SpringerLink	10.1007/10646.1573-3017	SN:10646	0963-9292	1573-3017		Unique_Item_Requests	4	4	0
Ecotoxicology	Springer US		SpringerLink	10.1007/10646.1573-3017	SN:10646	0963-9292	1573-3017		Total_Item_Requests	5	5	0
Education and Information Technologies	Springer US		SpringerLink	10.1007/10639.1573-7608	SN:10639	1360-2357	1573-7608		Unique_Item_Requests	5	5	0
Education and Information Technologies	Springer US		SpringerLink	10.1007/10639.1573-7608	SN:10639	1360-2357	1573-7608		Total_Item_Requests	7	7	0
Educational Technology Research and Development	Kluwer Academic Publishers		SpringerLink		SN:11423	1042-1629	1556-6501		Unique_Item_Requests	1	1	0
Educational Technology Research and Development	Kluwer Academic Publishers		SpringerLink		SN:11423	1042-1629	1556-6501		Total_Item_Requests	1	1	0
Empirical Economics	Springer Berlin Heidelberg		SpringerLink	10.1007/181.1435-8921	SN:181	0377-7332	1435-8921		Unique_Item_Requests	5	5	0
Empirical Economics	Springer Berlin Heidelberg		SpringerLink	10.1007/181.1435-8921	SN:181	0377-7332	1435-8921		Total_Item_Requests	7	7	0
Employee Responsibilities and Rights Journal	Springer US		SpringerLink	10.1007/10672.1573-3378	SN:10672	0892-7545	1573-3378		Unique_Item_Requests	2	2	0
Employee Responsibilities and Rights Journal	Springer US		SpringerLink	10.1007/10672.1573-3378	SN:10672	0892-7545	1573-3378		Total_Item_Requests	4	4	0
Endocrine	Springer US		SpringerLink		SN:12020	1355-008X	1559-0100		Unique_Item_Requests	1	1	0
Endocrine	Springer US		SpringerLink		SN:12020	1355-008X	1559-0100		Total_Item_Requests	2	2	0
Endocrine Pathology	Springer US		SpringerLink	10.1007/12022.1559-0097	SN:12022	1046-3976	1559-0097		Unique_Item_Requests	1	1	0
Endocrine Pathology	Springer US		SpringerLink	10.1007/12022.1559-0097	SN:12022	1046-3976	1559-0097		Total_Item_Requests	1	1	0
Energy Efficiency	Springer Netherlands		SpringerLink	10.1007/12053.1570-6478	SN:12053	1570-646X	1570-6478		Unique_Item_Requests	1	1	0
Energy Efficiency	Springer Netherlands		SpringerLink	10.1007/12053.1570-6478	SN:12053	1570-646X	1570-6478		Total_Item_Requests	2	2	0
Energy, Ecology and Environment	Joint Center on Global Change and Earth System Science of the University of Maryland and Beijing Normal University		SpringerLink		SN:40974	2363-7692	2363-8338		Unique_Item_Requests	1	1	0
Energy, Ecology and Environment	Joint Center on Global Change and Earth System Science of the University of Maryland and Beijing Normal University		SpringerLink		SN:40974	2363-7692	2363-8338		Total_Item_Requests	1	1	0
Engineering with Computers	Springer London		SN:ResearchGate	10.1007/366.1435-5663	SN:366	0177-0667	1435-5663		Unique_Item_Requests	1	1	0
Engineering with Computers	Springer London		SN:ResearchGate	10.1007/366.1435-5663	SN:366	0177-0667	1435-5663		Total_Item_Requests	1	1	0
Environment, Development and Sustainability	Springer Netherlands		SpringerLink	10.1007/10668.1573-2975	SN:10668	1387-585X	1573-2975		Unique_Item_Requests	7	7	0
Environment, Development and Sustainability	Springer Netherlands		SpringerLink	10.1007/10668.1573-2975	SN:10668	1387-585X	1573-2975		Total_Item_Requests	13	13	0
Environmental and Resource Economics	Springer Netherlands		SpringerLink	10.1007/10640.1573-1502	SN:10640	0924-6460	1573-1502		Unique_Item_Requests	12	12	0
Environmental and Resource Economics	Springer Netherlands		SpringerLink	10.1007/10640.1573-1502	SN:10640	0924-6460	1573-1502		Total_Item_Requests	21	21	0
Environmental Biology of Fishes	Springer Netherlands		SpringerLink		SN:10641	0378-1909	1573-5133		Unique_Item_Requests	3	3	0
Environmental Biology of Fishes	Springer Netherlands		SpringerLink		SN:10641	0378-1909	1573-5133		Total_Item_Requests	3	3	0
Environmental Earth Sciences	Springer Berlin Heidelberg		SN:ResearchGate	10.1007/12665.1866-6299	SN:12665	1866-6280	1866-6299		Unique_Item_Requests	2	2	0
Environmental Earth Sciences	Springer Berlin Heidelberg		SN:ResearchGate	10.1007/12665.1866-6299	SN:12665	1866-6280	1866-6299		Total_Item_Requests	2	2	0
Environmental Earth Sciences	Springer Berlin Heidelberg		SpringerLink	10.1007/12665.1866-6299	SN:12665	1866-6280	1866-6299		Unique_Item_Requests	1	1	0
Environmental Earth Sciences	Springer Berlin Heidelberg		SpringerLink	10.1007/12665.1866-6299	SN:12665	1866-6280	1866-6299		Total_Item_Requests	1	1	0
Environmental Management	Springer US		SpringerLink	10.1007/267.1432-1009	SN:267	0364-152X	1432-1009		Unique_Item_Requests	2	2	0
Environmental Management	Springer US		SpringerLink	10.1007/267.1432-1009	SN:267	0364-152X	1432-1009		Total_Item_Requests	6	6	0
Environmental Monitoring and Assessment	Springer International Publishing		SpringerLink	10.1007/10661.1573-2959	SN:10661	0167-6369	1573-2959		Unique_Item_Requests	10	10	0
Environmental Monitoring and Assessment	Springer International Publishing		SpringerLink	10.1007/10661.1573-2959	SN:10661	0167-6369	1573-2959		Total_Item_Requests	14	14	0
Environmental Science and Pollution Research	Springer Berlin Heidelberg		SN:ResearchGate	10.1007/11356.1614-7499	SN:11356	0944-1344	1614-7499		Unique_Item_Requests	3	3	0
Environmental Science and Pollution Research	Springer Berlin Heidelberg		SN:ResearchGate	10.1007/11356.1614-7499	SN:11356	0944-1344	1614-7499		Total_Item_Requests	4	4	0
Environmental Science and Pollution Research	Springer Berlin Heidelberg		SpringerLink	10.1007/11356.1614-7499	SN:11356	0944-1344	1614-7499		Unique_Item_Requests	29	29	0
Environmental Science and Pollution Research	Springer Berlin Heidelberg		SpringerLink	10.1007/11356.1614-7499	SN:11356	0944-1344	1614-7499		Total_Item_Requests	47	47	0
Esophagus	Springer-Verlag		SpringerLink		SN:10388	1612-9059	1612-9067		Unique_Item_Requests	1	1	0
Esophagus	Springer-Verlag		SpringerLink		SN:10388	1612-9059	1612-9067		Total_Item_Requests	1	1	0
Estuaries and Coasts	Springer US		SpringerLink	10.1007/12237.1559-2731	SN:12237	1559-2723	1559-2731		Unique_Item_Requests	9	9	0
Estuaries and Coasts	Springer US		SpringerLink	10.1007/12237.1559-2731	SN:12237	1559-2723	1559-2731		Total_Item_Requests	11	11	0
Ethical Theory and Moral Practice	Springer Netherlands		SpringerLink		SN:10677	1386-2820	1572-8447		Unique_Item_Requests	2	2	0
Ethical Theory and Moral Practice	Springer Netherlands		SpringerLink		SN:10677	1386-2820	1572-8447		Total_Item_Requests	3	3	0
European Archives of Oto-Rhino-Laryngology	Springer-Verlag		SpringerLink		SN:405	0937-4477	1434-4726		Unique_Item_Requests	2	2	0
European Archives of Oto-Rhino-Laryngology	Springer-Verlag		SpringerLink		SN:405	0937-4477	1434-4726		Total_Item_Requests	3	3	0
European Child & Adolescent Psychiatry	Springer Berlin Heidelberg		SpringerLink	10.1007/787.1435-165X	SN:787	1018-8827	1435-165X		Unique_Item_Requests	7	7	0
European Child & Adolescent Psychiatry	Springer Berlin Heidelberg		SpringerLink	10.1007/787.1435-165X	SN:787	1018-8827	1435-165X		Total_Item_Requests	10	10	0
European Food Research and Technology	Springer Berlin Heidelberg		SpringerLink	10.1007/217.1438-2385	SN:217	1438-2377	1438-2385		Unique_Item_Requests	2	2	0
European Food Research and Technology	Springer Berlin Heidelberg		SpringerLink	10.1007/217.1438-2385	SN:217	1438-2377	1438-2385		Total_Item_Requests	2	2	0
European Journal for Philosophy of Science	Springer Netherlands		SpringerLink	10.1007/13194.1879-4920	SN:13194	1879-4912	1879-4920		Unique_Item_Requests	1	1	0
European Journal for Philosophy of Science	Springer Netherlands		SpringerLink	10.1007/13194.1879-4920	SN:13194	1879-4912	1879-4920		Total_Item_Requests	1	1	0
European Journal of Applied Physiology	Springer Berlin Heidelberg		SpringerLink	10.1007/421.1439-6327	SN:421	1439-6319	1439-6327		Unique_Item_Requests	3	3	0
European Journal of Applied Physiology	Springer Berlin Heidelberg		SpringerLink	10.1007/421.1439-6327	SN:421	1439-6319	1439-6327		Total_Item_Requests	3	3	0
European Journal of Clinical Microbiology & Infectious Diseases	Springer Berlin Heidelberg		SpringerLink	10.1007/10096.1435-4373	SN:10096	0934-9723	1435-4373		Unique_Item_Requests	1	1	0
European Journal of Clinical Microbiology & Infectious Diseases	Springer Berlin Heidelberg		SpringerLink	10.1007/10096.1435-4373	SN:10096	0934-9723	1435-4373		Total_Item_Requests	2	2	0
European Journal of Clinical Nutrition	Nature Publishing Group UK		nature.com	10.1038/41430.1476-5640	SN:41430	0954-3007	1476-5640		Unique_Item_Requests	1	1	0
European Journal of Clinical Nutrition	Nature Publishing Group UK		nature.com	10.1038/41430.1476-5640	SN:41430	0954-3007	1476-5640		Total_Item_Requests	2	2	0
European Journal of Epidemiology	Springer Netherlands		SpringerLink	10.1007/10654.1573-7284	SN:10654	0393-2990	1573-7284		Unique_Item_Requests	1	1	0
European Journal of Epidemiology	Springer Netherlands		SpringerLink	10.1007/10654.1573-7284	SN:10654	0393-2990	1573-7284		Total_Item_Requests	2	2	0
European Journal of Human Genetics	Springer International Publishing		nature.com		SN:41431	1018-4813	1476-5438		Unique_Item_Requests	3	3	0
European Journal of Human Genetics	Springer International Publishing		nature.com		SN:41431	1018-4813	1476-5438		Total_Item_Requests	4	4	0
European Journal of Nuclear Medicine and Molecular Imaging	Springer-Verlag		SpringerLink		SN:259	1619-7070	1619-7089		Unique_Item_Requests	1	1	0
European Journal of Nuclear Medicine and Molecular Imaging	Springer-Verlag		SpringerLink		SN:259	1619-7070	1619-7089		Total_Item_Requests	2	2	0
European Journal of Nutrition	Springer Berlin Heidelberg		SpringerLink	10.1007/394.1436-6215	SN:394	1436-6207	1436-6215		Unique_Item_Requests	3	3	0
European Journal of Nutrition	Springer Berlin Heidelberg		SpringerLink	10.1007/394.1436-6215	SN:394	1436-6207	1436-6215		Total_Item_Requests	6	6	0
European Journal of Pediatrics	Springer Berlin Heidelberg		SpringerLink	10.1007/431.1432-1076	SN:431		1432-1076		Unique_Item_Requests	1	1	0
European Journal of Pediatrics	Springer Berlin Heidelberg		SpringerLink	10.1007/431.1432-1076	SN:431		1432-1076		Total_Item_Requests	1	1	0
European Journal of Plant Pathology	Springer Netherlands		SpringerLink	10.1007/10658.1573-8469	SN:10658	0929-1873	1573-8469		Unique_Item_Requests	3	3	0
European Journal of Plant Pathology	Springer Netherlands		SpringerLink	10.1007/10658.1573-8469	SN:10658	0929-1873	1573-8469		Total_Item_Requests	6	6	0
European Radiology	Springer-Verlag		SpringerLink		SN:330	0938-7994	1432-1084		Unique_Item_Requests	1	1	0
European Radiology	Springer-Verlag		SpringerLink		SN:330	0938-7994	1432-1084		Total_Item_Requests	1	1	0
Evolutionary Ecology	Kluwer Academic Publishers		SpringerLink		SN:10682	0269-7653	1573-8477		Unique_Item_Requests	1	1	0
Evolutionary Ecology	Kluwer Academic Publishers		SpringerLink		SN:10682	0269-7653	1573-8477		Total_Item_Requests	1	1	0
Evolutionary Psychological Science	Springer International Publishing		SpringerLink		SN:40806		2198-9885		Unique_Item_Requests	2	2	0
Evolutionary Psychological Science	Springer International Publishing		SpringerLink		SN:40806		2198-9885		Total_Item_Requests	3	3	0
Experientia	Birkhäuser-Verlag		SpringerLink		SN:18	0014-4754			Unique_Item_Requests	1	1	0
Experientia	Birkhäuser-Verlag		SpringerLink		SN:18	0014-4754			Total_Item_Requests	1	1	0
Experimental and Applied Acarology	Springer International Publishing		SpringerLink	10.1007/10493.1572-9702	SN:10493	0168-8162	1572-9702		Unique_Item_Requests	4	4	0
Experimental and Applied Acarology	Springer International Publishing		SpringerLink	10.1007/10493.1572-9702	SN:10493	0168-8162	1572-9702		Total_Item_Requests	5	5	0
Experimental Brain Research	Springer Berlin Heidelberg		SpringerLink	10.1007/221.1432-1106	SN:221	0014-4819	1432-1106		Unique_Item_Requests	1	1	0
Experimental Brain Research	Springer Berlin Heidelberg		SpringerLink	10.1007/221.1432-1106	SN:221	0014-4819	1432-1106		Total_Item_Requests	1	1	0
Experimental Techniques	Springer International Publishing		SpringerLink		SN:40799	0732-8818	1747-1567		Unique_Item_Requests	2	2	0
Experimental Techniques	Springer International Publishing		SpringerLink		SN:40799	0732-8818	1747-1567		Total_Item_Requests	7	7	0
Eye	Nature Publishing Group UK		nature.com		SN:41433	0950-222X	1476-5454		Unique_Item_Requests	2	2	0
Eye	Nature Publishing Group UK		nature.com		SN:41433	0950-222X	1476-5454		Total_Item_Requests	2	2	0
Fibers and Polymers	Springer Berlin Heidelberg		SpringerLink	10.1007/12221.1875-0052	SN:12221	1229-9197	1875-0052		Unique_Item_Requests	1	1	0
Fibers and Polymers	Springer Berlin Heidelberg		SpringerLink	10.1007/12221.1875-0052	SN:12221	1229-9197	1875-0052		Total_Item_Requests	1	1	0
Fire Technology	Springer US		SpringerLink	10.1007/10694.1572-8099	SN:10694	0015-2684	1572-8099		Unique_Item_Requests	2	2	0
