Report_Name	Journal Usage by Access Type
Report_ID	TR_J3
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	Total_Item_Investigations; Unique_Item_Investigations; Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:43:30Z
Created_By	EBSCO Information Services

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Acadiensis: Journal of the History of the Atlantic Region = Acadiensis: Revue d'histoire de la région Atlantique	University of New Brunswick		EBSCOhost		EBSCOhost:KBID:641	0044-5851	1712-7432		Controlled	Unique_Item_Investigations	5	5	0
Accounting	Growing Science		EBSCOhost		EBSCOhost:KBID:15284958	2369-7393	2369-7407		Controlled	Total_Item_Investigations	3	3	0
Accounting	Growing Science		EBSCOhost		EBSCOhost:KBID:15284958	2369-7393	2369-7407		Controlled	Unique_Item_Investigations	3	3	0
Accounting and Finance: Journal of the Accounting Association of Australia and New Zealand	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:715	0810-5391	1467-629X		Controlled	Total_Item_Investigations	3	3	0
Accounting and Finance: Journal of the Accounting Association of Australia and New Zealand	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:715	0810-5391	1467-629X		Controlled	Total_Item_Requests	2	2	0
Accounting and Finance: Journal of the Accounting Association of Australia and New Zealand	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:715	0810-5391	1467-629X		Controlled	Unique_Item_Investigations	2	2	0
Accounting and Finance: Journal of the Accounting Association of Australia and New Zealand	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:715	0810-5391	1467-629X		Controlled	Unique_Item_Requests	2	2	0
Accounting in Europe	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:184657	1744-9480	1744-9499		Controlled	Total_Item_Investigations	1	1	0
Accounting in Europe	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:184657	1744-9480	1744-9499		Controlled	Total_Item_Requests	1	1	0
Accounting in Europe	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:184657	1744-9480	1744-9499		Controlled	Unique_Item_Investigations	1	1	0
