Report_Name	Database Search and Item Usage
Report_ID	DR_D1
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	Searches_Automated; Searches_Federated; Searches_Regular; Total_Item_Investigations; Total_Item_Requests
Report_Filters	Access_Method=Regular
Report_Attributes	
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:42:04Z
Created_By	EBSCO Information Services

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Erudit	Consortium Erudit		EBSCOhost	EBSCOhost:edseru	Searches_Automated	19259	19259	0
Erudit	Consortium Erudit		EBSCOhost	EBSCOhost:edseru	Total_Item_Investigations	15	15	0
eScholarship	California Digital Library		EBSCOhost	EBSCOhost:edssch	Searches_Automated	15793	15793	0
eScholarship	California Digital Library		EBSCOhost	EBSCOhost:edssch	Total_Item_Investigations	35	35	0
EU Bookshop	European Union, Publications Office		EBSCOhost	EBSCOhost:edseub	Searches_Automated	15761	15761	0
European Views of the Americas: 1493 to 1750	EBSCO Publishing		EBSCOhost	EBSCOhost:hev	Searches_Regular	98	98	0
Europeana	Undefined		EBSCOhost	EBSCOhost:edseur	Searches_Automated	19232	19232	0
Europeana	Undefined		EBSCOhost	EBSCOhost:edseur	Total_Item_Investigations	3	3	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Searches_Automated	15778	15778	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Searches_Regular	98	98	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Total_Item_Investigations	3	3	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Total_Item_Requests	1	1	0
Films on Demand	Infobase Publishing		EBSCOhost	EBSCOhost:edsfod	Searches_Automated	6937	6937	0
Funk & Wagnalls New World Encyclopedia	World Almanac Education Group Inc.		EBSCOhost	EBSCOhost:funk	Searches_Regular	98	98	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Searches_Automated	19254	19254	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Total_Item_Investigations	277	277	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Total_Item_Requests	3	3	0
Gale Academic OneFile Select	Cengage Learning		EBSCOhost	EBSCOhost:edsgea	Searches_Automated	15785	15785	0
Gale Academic OneFile Select	Cengage Learning		EBSCOhost	EBSCOhost:edsgea	Total_Item_Investigations	1	1	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Searches_Automated	15768	15768	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Total_Item_Investigations	352	352	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Total_Item_Requests	67	67	0
Gale Consolidated DB	Undefined		EBSCOhost	EBSCOhost:congale	Searches_Automated	78	78	0
Gale Consolidated DB 2	Undefined		EBSCOhost	EBSCOhost:congale2	Searches_Automated	78	78	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Searches_Automated	22733	22733	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Total_Item_Investigations	49	49	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Searches_Automated	15785	15785	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Total_Item_Investigations	37	37	0
Gale Health and Wellness	Cengage Learning		EBSCOhost	EBSCOhost:edsghw	Searches_Automated	15785	15785	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Searches_Automated	15825	15825	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Total_Item_Investigations	4	4	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Searches_Automated	15805	15805	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Total_Item_Investigations	103	103	0
Gale in Context: Environmental Studies	Undefined		EBSCOhost	EBSCOhost:edsgce	Searches_Automated	15777	15777	0
Gale in Context: Environmental Studies	Undefined		EBSCOhost	EBSCOhost:edsgce	Total_Item_Investigations	24	24	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Searches_Automated	15755	15755	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Total_Item_Investigations	75	75	0
Gale In Context: High School	Cengage Learning		EBSCOhost	EBSCOhost:edsgsr	Searches_Automated	15825	15825	0
Gale In Context: High School	Cengage Learning		EBSCOhost	EBSCOhost:edsgsr	Total_Item_Investigations	1	1	0
Gale In Context: Opposing Viewpoints	Cengage Learning		EBSCOhost	EBSCOhost:edsgov	Searches_Automated	15825	15825	0
Gale In Context: Opposing Viewpoints	Cengage Learning		EBSCOhost	EBSCOhost:edsgov	Total_Item_Investigations	6	6	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Searches_Automated	15825	15825	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Total_Item_Investigations	15	15	0
Gale In Context: U.S. History	Cengage Learning		EBSCOhost	EBSCOhost:edsgus	Searches_Automated	15825	15825	0
Gale In Context: World History	Cengage Learning		EBSCOhost	EBSCOhost:edsgwh	Searches_Automated	15825	15825	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Searches_Automated	15766	15766	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Total_Item_Investigations	10	10	0
Gale Literature: Contemporary Authors	Cengage Learning		EBSCOhost	EBSCOhost:edscau	Searches_Automated	15752	15752	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Searches_Automated	15713	15713	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Total_Item_Investigations	4	4	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Searches_Automated	15802	15802	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Total_Item_Investigations	116	116	0
Gale OneFile: Computer Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgic	Searches_Automated	15781	15781	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Searches_Automated	15785	15785	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Total_Item_Investigations	45	45	0
Gale OneFile: Informe Académico	Cengage Learning		EBSCOhost	EBSCOhost:edsgii	Searches_Automated	15785	15785	0
Gale OneFile: Informe Académico	Cengage Learning		EBSCOhost	EBSCOhost:edsgii	Total_Item_Investigations	2	2	0
Gale OneFile: LegalTrac	Cengage Learning		EBSCOhost	EBSCOhost:edsglt	Searches_Automated	15781	15781	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Searches_Automated	15821	15821	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Total_Item_Investigations	51	51	0
Gallica Bibliothèque numérique	Bibliotheque Nationale France		EBSCOhost	EBSCOhost:edsgal	Searches_Automated	15760	15760	0
Gallica Bibliothèque numérique	Bibliotheque Nationale France		EBSCOhost	EBSCOhost:edsgal	Total_Item_Investigations	2	2	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Searches_Automated	15811	15811	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Searches_Regular	100	100	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Total_Item_Investigations	71	71	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Searches_Automated	15782	15782	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Searches_Regular	98	98	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Total_Item_Investigations	8	8	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Searches_Automated	22656	22656	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Total_Item_Investigations	626	626	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Searches_Automated	22788	22788	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Searches_Regular	102	102	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Total_Item_Investigations	53	53	0
Grove Music Online	Oxford University Press / UK		EBSCOhost	EBSCOhost:edsomo	Searches_Automated	19228	19228	0
Harvard Faculty Seminar Series	Undefined		EBSCOhost	EBSCOhost:vhf	Searches_Regular	1836	1836	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Searches_Automated	19269	19269	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Total_Item_Investigations	363	363	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Searches_Automated	15780	15780	0
HathiTrust	HathiTrust		EBSCOhost	EBSCOhost:edshtl	Total_Item_Investigations	134	134	0
Health Reference Center	Infobase Publishing		EBSCOhost	EBSCOhost:edshrc	Searches_Automated	15846	15846	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Searches_Automated	15799	15799	0
HeinOnline	William S. HEIN & Co., Inc.		EBSCOhost	EBSCOhost:edshol	Total_Item_Investigations	151	151	0
Henry Stewart Talks	Henry Stewart Talks		EBSCOhost	EBSCOhost:edshst	Searches_Automated	15756	15756	0
Henry Stewart Talks	Henry Stewart Talks		EBSCOhost	EBSCOhost:edshst	Total_Item_Investigations	2	2	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Searches_Automated	22786	22786	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Searches_Regular	116	116	0
Historical Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:hia	Total_Item_Investigations	85	85	0
HLAS Online	Library of Congress, Hispanic Division		EBSCOhost	EBSCOhost:edshla	Searches_Automated	15824	15824	0
HLAS Online	Library of Congress, Hispanic Division		EBSCOhost	EBSCOhost:edshla	Total_Item_Investigations	1	1	0
Human-Animal Interactions	Undefined		EBSCOhost	EBSCOhost:edshai	Searches_Automated	13153	13153	0
HyRead Journal	Hyweb Technology Co., Ltd.		EBSCOhost	EBSCOhost:edshyr	Searches_Automated	15746	15746	0
Ibuk.pl	Wydawnictwo Naukowe PWN SA		EBSCOhost	EBSCOhost:edsibu	Searches_Automated	15741	15741	0
Ibuk.pl	Wydawnictwo Naukowe PWN SA		EBSCOhost	EBSCOhost:edsibu	Total_Item_Investigations	1	1	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Searches_Automated	22783	22783	0
IEEE Xplore Digital Library	IEEE		EBSCOhost	EBSCOhost:edseee	Total_Item_Investigations	252	252	0
IMF eLibrary	International Monetary Fund		EBSCOhost	EBSCOhost:edsimf	Searches_Automated	15776	15776	0
IMF eLibrary	International Monetary Fund		EBSCOhost	EBSCOhost:edsimf	Total_Item_Investigations	1	1	0
IndianJournals.com	Diva Enterprises Private Limited		EBSCOhost	EBSCOhost:edsijc	Searches_Automated	15767	15767	0
IndianJournals.com	Diva Enterprises Private Limited		EBSCOhost	EBSCOhost:edsijc	Total_Item_Investigations	14	14	0
Informit Business Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsibc	Searches_Automated	15776	15776	0
Informit Engineering Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsiec	Searches_Automated	15776	15776	0
Informit Families & Society Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsifs	Searches_Automated	15792	15792	0
Informit Families & Society Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsifs	Total_Item_Investigations	1	1	0
Informit Health Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihc	Searches_Automated	15776	15776	0
Informit Health Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihc	Total_Item_Investigations	27	27	0
Informit Humanities & Social Sciences Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihs	Searches_Automated	15776	15776	0
Informit Humanities & Social Sciences Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsihs	Total_Item_Investigations	17	17	0
Informit Indigenous Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsind	Searches_Automated	15776	15776	0
Informit Literature & Culture Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsilc	Searches_Automated	15776	15776	0
Informit New Zealand Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsnzc	Searches_Automated	15797	15797	0
Informit New Zealand Collection	RMIT Training Pty Ltd trading as RMIT Publishing		EBSCOhost	EBSCOhost:edsnzc	Total_Item_Investigations	8	8	0
InfoSci-Journals	Informa Business Intelligence		EBSCOhost	EBSCOhost:edsisj	Searches_Automated	15773	15773	0
InfoSci-Journals	Informa Business Intelligence		EBSCOhost	EBSCOhost:edsisj	Total_Item_Investigations	14	14	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Searches_Automated	22816	22816	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Searches_Regular	105	105	0
Inspec	Institution of Engineering & Technology		EBSCOhost	EBSCOhost:inh	Total_Item_Investigations	146	146	0
Inter-American Development Bank Repository	Inter-American Development Bank		EBSCOhost	EBSCOhost:edsiad	Searches_Automated	15804	15804	0
J-STAGE	Japan Science & Technology Agency		EBSCOhost	EBSCOhost:edsjst	Searches_Automated	19278	19278	0
J-STAGE	Japan Science & Technology Agency		EBSCOhost	EBSCOhost:edsjst	Total_Item_Investigations	6	6	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Searches_Automated	15796	15796	0
Japanese Periodical Index - 雑誌記事索引	National Diet Library		EBSCOhost	EBSCOhost:edsjpi	Total_Item_Investigations	2	2	0
Journals@OVID	Kluwer Law International		EBSCOhost	EBSCOhost:edsovi	Searches_Automated	15770	15770	0
Journals@OVID	Kluwer Law International		EBSCOhost	EBSCOhost:edsovi	Total_Item_Investigations	19	19	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Searches_Automated	22808	22808	0
JSTOR Journals	JSTOR		EBSCOhost	EBSCOhost:edsjsr	Total_Item_Investigations	406	406	0
JSTOR Open Shared Collection	Undefined		EBSCOhost	EBSCOhost:edsocc	Searches_Automated	15759	15759	0
Kanopy	Kanopy Streaming Service		EBSCOhost	EBSCOhost:edskan	Searches_Automated	3900	3900	0
KERIS Theses & Dissertations	Korea Education Research Information Service		EBSCOhost	EBSCOhost:edsker	Searches_Automated	15733	15733	0
KERIS Theses & Dissertations	Korea Education Research Information Service		EBSCOhost	EBSCOhost:edsker	Total_Item_Investigations	5	5	0
KOCW (Korea OpenCourseWare)	Undefined		EBSCOhost	EBSCOhost:edskow	Searches_Automated	15733	15733	0
Korean Studies Information Service System	Korean Studies Information Co.		EBSCOhost	EBSCOhost:edskis	Searches_Automated	15754	15754	0
Korean Studies Information Service System	Korean Studies Information Co.		EBSCOhost	EBSCOhost:edskis	Total_Item_Investigations	5	5	0
LDBO consolidated build	Undefined		EBSCOhost	EBSCOhost:conldbo	Searches_Automated	78	78	0
LexisNexis Academic: Law Reviews	LexisNexis		EBSCOhost	EBSCOhost:edslex	Searches_Automated	22709	22709	0
LexisNexis Academic: Law Reviews	LexisNexis		EBSCOhost	EBSCOhost:edslex	Total_Item_Investigations	6	6	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Searches_Automated	22791	22791	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Searches_Regular	105	105	0
Library, Information Science & Technology Abstracts	EBSCO Publishing		EBSCOhost	EBSCOhost:lxh	Total_Item_Investigations	18	18	0
LibreTexts	Undefined		EBSCOhost	EBSCOhost:edslbt	Searches_Automated	15720	15720	0
LibreTexts	Undefined		EBSCOhost	EBSCOhost:edslbt	Total_Item_Investigations	2	2	0
LUNA Commons	Luna Imaging, Inc.		EBSCOhost	EBSCOhost:edsluc	Searches_Automated	15748	15748	0
Manuscriptorium Digital Library	Library Institute of the Czech National Library		EBSCOhost	EBSCOhost:edsman	Searches_Automated	15755	15755	0
MAS Reference eBook Collection	Undefined		EBSCOhost	EBSCOhost:e865sww	Searches_Automated	22710	22710	0
MAS Reference eBook Collection	Undefined		EBSCOhost	EBSCOhost:e865sww	Searches_Regular	100	100	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Searches_Automated	22760	22760	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Searches_Regular	104	104	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Total_Item_Investigations	64	64	0
MAS Ultra - School Edition	EBSCO Publishing		EBSCOhost	EBSCOhost:ulh	Total_Item_Requests	48	48	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Searches_Automated	19275	19275	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Searches_Regular	101	101	0
MathSciNet via EBSCOhost	American Mathematical Society		EBSCOhost	EBSCOhost:msn	Total_Item_Investigations	14	14	0
McGraw-Hill eBook Library	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsely	Searches_Automated	15723	15723	0
McGraw-Hill eBook Library	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsely	Total_Item_Investigations	5	5	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Searches_Automated	15762	15762	0
McGraw-Hill Medical	McGraw Hill Financial, Inc.		EBSCOhost	EBSCOhost:edsmgh	Total_Item_Investigations	3	3	0
Medical Online E-Books Library	Meteo Inc.		EBSCOhost	EBSCOhost:edsmob	Searches_Automated	15755	15755	0
Medical Online-E	Meteo Inc.		EBSCOhost	EBSCOhost:edsmoe	Searches_Automated	15796	15796	0
Medical Online-E	Meteo Inc.		EBSCOhost	EBSCOhost:edsmoe	Total_Item_Investigations	4	4	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Searches_Automated	7372	7372	0
MEDLINE	Undefined		EBSCOhost	EBSCOhost:cmedm	Total_Item_Investigations	27	27	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Searches_Automated	15911	15911	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Searches_Regular	268	268	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Total_Item_Investigations	1089	1089	0
MEDLINE Ultimate	Undefined		EBSCOhost	EBSCOhost:mdl	Total_Item_Requests	662	662	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Searches_Automated	22789	22789	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Searches_Regular	105	105	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Total_Item_Investigations	31	31	0
Military & Government Collection	EBSCO Publishing		EBSCOhost	EBSCOhost:mth	Total_Item_Requests	19	19	0
Milne Open Textbooks	SUNY Geneseo		EBSCOhost	EBSCOhost:edssun	Searches_Automated	22740	22740	0
Minha Biblioteca	Minha Biblioteca		EBSCOhost	EBSCOhost:edsmib	Searches_Automated	15756	15756	0
Minority Health Archive	University of Pittsburgh, University Library Syste		EBSCOhost	EBSCOhost:edsuph	Searches_Automated	15776	15776	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Searches_Automated	15759	15759	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Searches_Regular	100	100	0
MLA Directory of Periodicals	Modern Language Association of America		EBSCOhost	EBSCOhost:kah	Total_Item_Investigations	9	9	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Searches_Automated	22767	22767	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Searches_Regular	142	142	0
MLA International Bibliography	Modern Language Association of America		EBSCOhost	EBSCOhost:mzh	Total_Item_Investigations	128	128	0
NASA Technical Reports	National Aeronautics & Space Administration (NASA)		EBSCOhost	EBSCOhost:edsnas	Searches_Automated	15821	15821	0
Naxos Music Library	Naxos Online Library, LLC		EBSCOhost	EBSCOhost:edsnol	Searches_Automated	22694	22694	0
Naxos Music Library	Naxos Online Library, LLC		EBSCOhost	EBSCOhost:edsnol	Total_Item_Investigations	2	2	0
NBU Scholar Electronic Repository	New Bulgarian University		EBSCOhost	EBSCOhost:edsnbu	Searches_Automated	15722	15722	0
NCI (National Cancer Institute at the National Institutes of Health)	NCI (National Cancer Institute at the National Ins		EBSCOhost	EBSCOhost:edspdq	Searches_Automated	15754	15754	0
Networked Digital Library of Theses & Dissertations	Networked Digital Library of Theses & Dissertation		EBSCOhost	EBSCOhost:edsndl	Searches_Automated	15776	15776	0
Networked Digital Library of Theses & Dissertations	Networked Digital Library of Theses & Dissertation		EBSCOhost	EBSCOhost:edsndl	Total_Item_Investigations	15	15	0
NewsBank	NewsBank, Inc.		EBSCOhost	EBSCOhost:edsnbk	Searches_Automated	15761	15761	0
NewsBank	NewsBank, Inc.		EBSCOhost	EBSCOhost:edsnbk	Total_Item_Investigations	34	34	0
NewsBank - Archives	NewsBank, Inc.		EBSCOhost	EBSCOhost:edsnba	Searches_Automated	15755	15755	0
Newswires	EBSCO Publishing		EBSCOhost	EBSCOhost:nsm	Searches_Automated	15769	15769	0
Newswires	EBSCO Publishing		EBSCOhost	EBSCOhost:nsm	Searches_Regular	4663	4663	0
NORA (Norwegian Open Research Archive)	CRIStin		EBSCOhost	EBSCOhost:edsnor	Searches_Automated	15720	15720	0
NORA (Norwegian Open Research Archive)	CRIStin		EBSCOhost	EBSCOhost:edsnor	Total_Item_Investigations	3	3	0
OAIster	OCLC Inc.		EBSCOhost	EBSCOhost:edsoai	Searches_Automated	3903	3903	0
OAIster	OCLC Inc.		EBSCOhost	EBSCOhost:edsoai	Total_Item_Investigations	1	1	0
OAPEN Library	OAPEN Library		EBSCOhost	EBSCOhost:edsoap	Searches_Automated	19182	19182	0
OAPEN Library	OAPEN Library		EBSCOhost	EBSCOhost:edsoap	Total_Item_Investigations	7	7	0
OECD iLibrary	Organisation for Economic Cooperation & Developmen		EBSCOhost	EBSCOhost:edsoec	Searches_Automated	15767	15767	0
OECD iLibrary	Organisation for Economic Cooperation & Developmen		EBSCOhost	EBSCOhost:edsoec	Total_Item_Investigations	5	5	0
Open Textbook Library	Center for Open Education at the University of Min		EBSCOhost	EBSCOhost:edsotl	Searches_Automated	22691	22691	0
Open Textbook Library	Center for Open Education at the University of Min		EBSCOhost	EBSCOhost:edsotl	Total_Item_Investigations	2	2	0
OpenAIRE	OpenAIRE		EBSCOhost	EBSCOhost:edsair	Searches_Automated	15821	15821	0
OpenAIRE	OpenAIRE		EBSCOhost	EBSCOhost:edsair	Total_Item_Investigations	422	422	0
OpenDissertations	EBSCO Publishing		EBSCOhost	EBSCOhost:ddu	Searches_Automated	15776	15776	0
OpenDissertations	EBSCO Publishing		EBSCOhost	EBSCOhost:ddu	Searches_Regular	101	101	0
OpenDissertations	EBSCO Publishing		EBSCOhost	EBSCOhost:ddu	Total_Item_Investigations	12	12	0
Openedition.org	Centre National de la Recherche Scientifique Unive		EBSCOhost	EBSCOhost:edsrev	Searches_Automated	15776	15776	0
Openedition.org	Centre National de la Recherche Scientifique Unive		EBSCOhost	EBSCOhost:edsrev	Total_Item_Investigations	4	4	0
OpenStax	Rice University		EBSCOhost	EBSCOhost:edsopx	Searches_Automated	15697	15697	0
Oxfam Policy & Practice	Oxfam GB		EBSCOhost	EBSCOhost:edsoxf	Searches_Automated	15804	15804	0
Oxford Clinical Psychology	Oxford University Press / USA		EBSCOhost	EBSCOhost:edsocp	Searches_Automated	15762	15762	0
Oxford Clinical Psychology	Oxford University Press / USA		EBSCOhost	EBSCOhost:edsocp	Total_Item_Investigations	2	2	0
Oxford Consolidated db	Undefined		EBSCOhost	EBSCOhost:conoxford	Searches_Automated	78	78	0
Oxford Handbooks Online	Oxford University Press / UK		EBSCOhost	EBSCOhost:edsoho	Searches_Automated	15707	15707	0
Oxford Handbooks Online	Oxford University Press / UK		EBSCOhost	EBSCOhost:edsoho	Total_Item_Investigations	3	3	0
Oxford Scholarly Editions Online	Oxford University Press / USA		EBSCOhost	EBSCOhost:edsose	Searches_Automated	15744	15744	0
Oxford Scholarship Online	Oxford University Press / UK		EBSCOhost	EBSCOhost:edsoso	Searches_Automated	15707	15707	0
Oxford Scholarship Online	Oxford University Press / UK		EBSCOhost	EBSCOhost:edsoso	Total_Item_Investigations	26	26	0
Persée	Persee		EBSCOhost	EBSCOhost:edsper	Searches_Automated	15790	15790	0
PhilSci Archive	University of Pittsburgh, University Library Syste		EBSCOhost	EBSCOhost:edsupp	Searches_Automated	19169	19169	0
Plantwise Knowledge Bank	Undefined		EBSCOhost	EBSCOhost:edspkb	Searches_Automated	12728	12728	0
Plantwise Knowledge Bank	Undefined		EBSCOhost	EBSCOhost:edspkb	Total_Item_Investigations	2	2	0
PORBASE	Biblioteca Nacional de Portugal		EBSCOhost	EBSCOhost:edspor	Searches_Automated	15707	15707	0
Pressbooks Directory	Undefined		EBSCOhost	EBSCOhost:edspbd	Searches_Automated	15720	15720	0
Pressbooks Directory	Undefined		EBSCOhost	EBSCOhost:edspbd	Total_Item_Investigations	3	3	0
Primary Search	EBSCO Publishing		EBSCOhost	EBSCOhost:prh	Searches_Automated	22704	22704	0
Primary Search	EBSCO Publishing		EBSCOhost	EBSCOhost:prh	Searches_Regular	101	101	0
Primary Search	EBSCO Publishing		EBSCOhost	EBSCOhost:prh	Total_Item_Investigations	2	2	0
Primary Search	EBSCO Publishing		EBSCOhost	EBSCOhost:prh	Total_Item_Requests	1	1	0
Primary Search Reference eBook Collection	Undefined		EBSCOhost	EBSCOhost:e867sww	Searches_Automated	22706	22706	0
Primary Search Reference eBook Collection	Undefined		EBSCOhost	EBSCOhost:e867sww	Searches_Regular	100	100	0
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Searches_Automated	22707	22707	0
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Total_Item_Investigations	52	52	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Searches_Automated	19206	19206	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Total_Item_Investigations	4	4	0
R2 Digital Library	Rittenhouse Books		EBSCOhost	EBSCOhost:edsrdl	Searches_Automated	15746	15746	0
