Report_Name	Database Master Report
Report_ID	DR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Method
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:42:00Z
Created_By	EBSCO Information Services

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Data_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Book	Regular	Total_Item_Investigations	2	2	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Book	Regular	Total_Item_Requests	1	1	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Book	Regular	Unique_Item_Investigations	1	1	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Book	Regular	Unique_Item_Requests	1	1	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Book	Regular	Unique_Title_Investigations	1	1	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Book	Regular	Unique_Title_Requests	1	1	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Database	Regular	Searches_Automated	22864	22864	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Database	Regular	Searches_Regular	965	965	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Journal	Regular	Total_Item_Investigations	1871	1871	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Journal	Regular	Total_Item_Requests	809	809	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Journal	Regular	Unique_Item_Investigations	1220	1220	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Journal	Regular	Unique_Item_Requests	577	577	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	36	36	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Newspaper_or_Newsletter	Regular	Total_Item_Requests	28	28	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	29	29	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	24	24	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Other	Regular	Total_Item_Investigations	42	42	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Other	Regular	Total_Item_Requests	21	21	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Other	Regular	Unique_Item_Investigations	25	25	0
Business Source Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:bth	Other	Regular	Unique_Item_Requests	18	18	0
Business Source Index	Undefined		EBSCOhost	EBSCOhost:bsx	Database	Regular	Searches_Automated	15927	15927	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Book	Regular	Total_Item_Investigations	7	7	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Book	Regular	Unique_Item_Investigations	6	6	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Book	Regular	Unique_Title_Investigations	6	6	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Database	Regular	Searches_Automated	15845	15845	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Database	Regular	Searches_Regular	182	182	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Journal	Regular	Total_Item_Investigations	644	644	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Journal	Regular	Total_Item_Requests	195	195	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Journal	Regular	Unique_Item_Investigations	446	446	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Journal	Regular	Unique_Item_Requests	151	151	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	3	3	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	2	2	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Other	Regular	Total_Item_Investigations	33	33	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Other	Regular	Total_Item_Requests	1	1	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Other	Regular	Unique_Item_Investigations	30	30	0
CAB Abstracts​​​​​​​ with Full Text	Undefined		EBSCOhost	EBSCOhost:cbt	Other	Regular	Unique_Item_Requests	1	1	0
CAB eBooks	Undefined		EBSCOhost	EBSCOhost:edsceb	Database	Regular	Searches_Automated	15697	15697	0
CAB Reviews	Undefined		EBSCOhost	EBSCOhost:edscre	Database	Regular	Searches_Automated	15703	15703	0
CABI Compendia	Undefined		EBSCOhost	EBSCOhost:edscom	Database	Regular	Searches_Automated	15692	15692	0
CABI Compendia	Undefined		EBSCOhost	EBSCOhost:edscom	Other	Regular	Total_Item_Investigations	1	1	0
CABI Compendia	Undefined		EBSCOhost	EBSCOhost:edscom	Other	Regular	Unique_Item_Investigations	1	1	0
Cairn.info	Cairn		EBSCOhost	EBSCOhost:edscrn	Database	Regular	Searches_Automated	15792	15792	0
Cairn.info	Cairn		EBSCOhost	EBSCOhost:edscrn	Journal	Regular	Total_Item_Investigations	6	6	0
Cairn.info	Cairn		EBSCOhost	EBSCOhost:edscrn	Journal	Regular	Unique_Item_Investigations	6	6	0
Cairn.info	Cairn		EBSCOhost	EBSCOhost:edscrn	Other	Regular	Total_Item_Investigations	1	1	0
Cairn.info	Cairn		EBSCOhost	EBSCOhost:edscrn	Other	Regular	Unique_Item_Investigations	1	1	0
Cambridge Core Books	Cambridge University Press / Books		EBSCOhost	EBSCOhost:edsupo	Book	Regular	Total_Item_Investigations	9	9	0
Cambridge Core Books	Cambridge University Press / Books		EBSCOhost	EBSCOhost:edsupo	Book	Regular	Unique_Item_Investigations	9	9	0
Cambridge Core Books	Cambridge University Press / Books		EBSCOhost	EBSCOhost:edsupo	Book	Regular	Unique_Title_Investigations	9	9	0
Cambridge Core Books	Cambridge University Press / Books		EBSCOhost	EBSCOhost:edsupo	Database	Regular	Searches_Automated	15752	15752	0
Cambridge Core Books	Cambridge University Press / Books		EBSCOhost	EBSCOhost:edsupo	Other	Regular	Total_Item_Investigations	15	15	0
Cambridge Core Books	Cambridge University Press / Books		EBSCOhost	EBSCOhost:edsupo	Other	Regular	Unique_Item_Investigations	11	11	0
Canada Commons	Gibson Library Connection		EBSCOhost	EBSCOhost:edscel	Book	Regular	Total_Item_Investigations	2	2	0
Canada Commons	Gibson Library Connection		EBSCOhost	EBSCOhost:edscel	Book	Regular	Unique_Item_Investigations	2	2	0
Canada Commons	Gibson Library Connection		EBSCOhost	EBSCOhost:edscel	Book	Regular	Unique_Title_Investigations	2	2	0
Canada Commons	Gibson Library Connection		EBSCOhost	EBSCOhost:edscel	Database	Regular	Searches_Automated	22711	22711	0
Canada Commons	Gibson Library Connection		EBSCOhost	EBSCOhost:edscel	Other	Regular	Total_Item_Investigations	3	3	0
Canada Commons	Gibson Library Connection		EBSCOhost	EBSCOhost:edscel	Other	Regular	Unique_Item_Investigations	3	3	0
Canadiana Online	Canadiana.org		EBSCOhost	EBSCOhost:edseco	Database	Regular	Searches_Automated	22696	22696	0
Canadiana Online	Canadiana.org		EBSCOhost	EBSCOhost:edseco	Other	Regular	Total_Item_Investigations	1	1	0
Canadiana Online	Canadiana.org		EBSCOhost	EBSCOhost:edseco	Other	Regular	Unique_Item_Investigations	1	1	0
Center for Research Libraries	Center for Research Libraries		EBSCOhost	EBSCOhost:edscrl	Database	Regular	Searches_Automated	15745	15745	0
Center for Research Libraries	Center for Research Libraries		EBSCOhost	EBSCOhost:edscrl	Other	Regular	Total_Item_Investigations	1	1	0
Center for Research Libraries	Center for Research Libraries		EBSCOhost	EBSCOhost:edscrl	Other	Regular	Unique_Item_Investigations	1	1	0
ChemSpider	Royal Society of Chemistry		EBSCOhost	EBSCOhost:edschs	Database	Regular	Searches_Automated	15754	15754	0
Children's Literature Comprehensive Database	Undefined		EBSCOhost	EBSCOhost:edsclc	Book	Regular	Total_Item_Investigations	2	2	0
Children's Literature Comprehensive Database	Undefined		EBSCOhost	EBSCOhost:edsclc	Book	Regular	Unique_Item_Investigations	2	2	0
Children's Literature Comprehensive Database	Undefined		EBSCOhost	EBSCOhost:edsclc	Book	Regular	Unique_Title_Investigations	2	2	0
Children's Literature Comprehensive Database	Undefined		EBSCOhost	EBSCOhost:edsclc	Database	Regular	Searches_Automated	15765	15765	0
Children's Literature Comprehensive Database	Undefined		EBSCOhost	EBSCOhost:edsclc	Other	Regular	Total_Item_Investigations	12	12	0
Children's Literature Comprehensive Database	Undefined		EBSCOhost	EBSCOhost:edsclc	Other	Regular	Unique_Item_Investigations	9	9	0
China Science & Technology Journal Database	Chongqing VIP Information Co. Ltd.		EBSCOhost	EBSCOhost:edscqv	Database	Regular	Searches_Automated	15777	15777	0
China Science & Technology Journal Database	Chongqing VIP Information Co. Ltd.		EBSCOhost	EBSCOhost:edscqv	Journal	Regular	Total_Item_Investigations	6	6	0
China Science & Technology Journal Database	Chongqing VIP Information Co. Ltd.		EBSCOhost	EBSCOhost:edscqv	Journal	Regular	Unique_Item_Investigations	5	5	0
China Science & Technology Journal Database	Chongqing VIP Information Co. Ltd.		EBSCOhost	EBSCOhost:edscqv	Other	Regular	Total_Item_Investigations	2	2	0
China Science & Technology Journal Database	Chongqing VIP Information Co. Ltd.		EBSCOhost	EBSCOhost:edscqv	Other	Regular	Unique_Item_Investigations	2	2	0
China/Asia On Demand	OriProbe Information Services		EBSCOhost	EBSCOhost:edsocd	Database	Regular	Searches_Automated	15772	15772	0
Choice Reviews	American Library Association / Choice		EBSCOhost	EBSCOhost:edscro	Database	Regular	Searches_Automated	15748	15748	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Database	Regular	Searches_Automated	22802	22802	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Database	Regular	Searches_Regular	2796	2796	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Journal	Regular	Total_Item_Investigations	2454	2454	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Journal	Regular	Total_Item_Requests	340	340	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Journal	Regular	Unique_Item_Investigations	1863	1863	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Journal	Regular	Unique_Item_Requests	259	259	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	8	8	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Newspaper_or_Newsletter	Regular	Total_Item_Requests	1	1	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	6	6	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	1	1	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Other	Regular	Total_Item_Investigations	11	11	0
CINAHL with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:c8h	Other	Regular	Unique_Item_Investigations	10	10	0
ClinicalTrials.gov	National Library of Medicine		EBSCOhost	EBSCOhost:edsclt	Database	Regular	Searches_Automated	429	429	0
Cochrane Database of Systematic Reviews	John Wiley & Sons, Inc		EBSCOhost	EBSCOhost:edschh	Database	Regular	Searches_Automated	22709	22709	0
Cochrane Database of Systematic Reviews	John Wiley & Sons, Inc		EBSCOhost	EBSCOhost:edschh	Journal	Regular	Total_Item_Investigations	1	1	0
Cochrane Database of Systematic Reviews	John Wiley & Sons, Inc		EBSCOhost	EBSCOhost:edschh	Journal	Regular	Unique_Item_Investigations	1	1	0
CogPrints	Stevan Harnad		EBSCOhost	EBSCOhost:edscog	Database	Regular	Searches_Automated	22707	22707	0
Complementary Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edb	Database	Regular	Searches_Automated	22903	22903	0
Complementary Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edb	Database	Regular	Total_Item_Investigations	296	296	0
Complementary Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edb	Database	Regular	Unique_Item_Investigations	257	257	0
conupitt consolidated db	Undefined		EBSCOhost	EBSCOhost:conupitt	Database	Regular	Searches_Automated	78	78	0
Darwin Books	Societa Editrice il Mulino Spa		EBSCOhost	EBSCOhost:edsdar	Database	Regular	Searches_Automated	15755	15755	0
dblp computer science bibliography	Schloss Dagstuhl LZI		EBSCOhost	EBSCOhost:edsdbl	Book	Regular	Total_Item_Investigations	1	1	0
dblp computer science bibliography	Schloss Dagstuhl LZI		EBSCOhost	EBSCOhost:edsdbl	Book	Regular	Unique_Item_Investigations	1	1	0
dblp computer science bibliography	Schloss Dagstuhl LZI		EBSCOhost	EBSCOhost:edsdbl	Book	Regular	Unique_Title_Investigations	1	1	0
dblp computer science bibliography	Schloss Dagstuhl LZI		EBSCOhost	EBSCOhost:edsdbl	Database	Regular	Searches_Automated	15727	15727	0
dblp computer science bibliography	Schloss Dagstuhl LZI		EBSCOhost	EBSCOhost:edsdbl	Other	Regular	Total_Item_Investigations	8	8	0
dblp computer science bibliography	Schloss Dagstuhl LZI		EBSCOhost	EBSCOhost:edsdbl	Other	Regular	Unique_Item_Investigations	6	6	0
DEHESA	Repositorio Institucional Universidad de Extremadu		EBSCOhost	EBSCOhost:edsdeh	Database	Regular	Searches_Automated	15720	15720	0
Digital Access to Scholarship at Harvard (DASH)	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshld	Database	Regular	Searches_Automated	22737	22737	0
Digital Library of the Caribbean	Digital Library of the Caribbean		EBSCOhost	EBSCOhost:edsloc	Database	Regular	Searches_Automated	15749	15749	0
DigitalNZ	National Library of New Zealand		EBSCOhost	EBSCOhost:edsdnz	Database	Regular	Searches_Automated	15711	15711	0
DigitalNZ	National Library of New Zealand		EBSCOhost	EBSCOhost:edsdnz	Other	Regular	Total_Item_Investigations	1	1	0
DigitalNZ	National Library of New Zealand		EBSCOhost	EBSCOhost:edsdnz	Other	Regular	Unique_Item_Investigations	1	1	0
Directory of Open Access Books	Undefined		EBSCOhost	EBSCOhost:edsdob	Book	Regular	Total_Item_Investigations	17	17	0
Directory of Open Access Books	Undefined		EBSCOhost	EBSCOhost:edsdob	Book	Regular	Unique_Item_Investigations	15	15	0
Directory of Open Access Books	Undefined		EBSCOhost	EBSCOhost:edsdob	Book	Regular	Unique_Title_Investigations	15	15	0
Directory of Open Access Books	Undefined		EBSCOhost	EBSCOhost:edsdob	Database	Regular	Searches_Automated	15766	15766	0
Directory of Open Access Books	Undefined		EBSCOhost	EBSCOhost:edsdob	Other	Regular	Total_Item_Investigations	15	15	0
Directory of Open Access Books	Undefined		EBSCOhost	EBSCOhost:edsdob	Other	Regular	Unique_Item_Investigations	13	13	0
Directory of Open Access Journals	Directory of Open Access Journals		EBSCOhost	EBSCOhost:edsdoj	Database	Regular	Searches_Automated	19298	19298	0
Directory of Open Access Journals	Directory of Open Access Journals		EBSCOhost	EBSCOhost:edsdoj	Journal	Regular	Total_Item_Investigations	491	491	0
Directory of Open Access Journals	Directory of Open Access Journals		EBSCOhost	EBSCOhost:edsdoj	Journal	Regular	Unique_Item_Investigations	425	425	0
Directory of Open Access Journals	Directory of Open Access Journals		EBSCOhost	EBSCOhost:edsdoj	Other	Regular	Total_Item_Investigations	1	1	0
Directory of Open Access Journals	Directory of Open Access Journals		EBSCOhost	EBSCOhost:edsdoj	Other	Regular	Unique_Item_Investigations	1	1	0
E-Journals	EBSCO Publishing		EBSCOhost	EBSCOhost:eoah	Database	Regular	Searches_Regular	4663	4663	0
E-Journals	EBSCO Publishing		EBSCOhost	EBSCOhost:eoah	Journal	Regular	Total_Item_Investigations	7	7	0
E-Journals	EBSCO Publishing		EBSCOhost	EBSCOhost:eoah	Journal	Regular	Unique_Item_Investigations	7	7	0
E-LIS (Eprints in Library & Information Science)	Advanced ePublishing Infrastructures - CILEA		EBSCOhost	EBSCOhost:edseli	Database	Regular	Searches_Automated	19292	19292	0
eArticle	Electronic Education Research Information Service		EBSCOhost	EBSCOhost:edsers	Database	Regular	Searches_Automated	15752	15752	0
eArticle	Electronic Education Research Information Service		EBSCOhost	EBSCOhost:edsers	Journal	Regular	Total_Item_Investigations	5	5	0
eArticle	Electronic Education Research Information Service		EBSCOhost	EBSCOhost:edsers	Journal	Regular	Unique_Item_Investigations	5	5	0
eArticle	Electronic Education Research Information Service		EBSCOhost	EBSCOhost:edsers	Other	Regular	Total_Item_Investigations	3	3	0
eArticle	Electronic Education Research Information Service		EBSCOhost	EBSCOhost:edsers	Other	Regular	Unique_Item_Investigations	3	3	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Book	Regular	Total_Item_Investigations	1323	1323	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Book	Regular	Total_Item_Requests	761	761	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Book	Regular	Unique_Item_Investigations	709	709	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Book	Regular	Unique_Item_Requests	541	541	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Book	Regular	Unique_Title_Investigations	709	709	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Book	Regular	Unique_Title_Requests	541	541	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Database	Regular	Searches_Automated	22813	22813	0
eBook Academic Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e000xna	Database	Regular	Searches_Regular	104	104	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Book	Regular	Total_Item_Investigations	1411	1411	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Book	Regular	Total_Item_Requests	918	918	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Book	Regular	Unique_Item_Investigations	809	809	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Book	Regular	Unique_Item_Requests	635	635	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Book	Regular	Unique_Title_Investigations	809	809	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Book	Regular	Unique_Title_Requests	635	635	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Database	Regular	Searches_Automated	22759	22759	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Database	Regular	Searches_Regular	141	141	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Other	Regular	Total_Item_Investigations	13	13	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Other	Regular	Total_Item_Requests	2	2	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Other	Regular	Unique_Item_Investigations	10	10	0
eBook Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:nlebk	Other	Regular	Unique_Item_Requests	2	2	0
eBook Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edsebk	Book	Regular	Total_Item_Investigations	286	286	0
eBook Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edsebk	Book	Regular	Unique_Item_Investigations	229	229	0
eBook Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edsebk	Book	Regular	Unique_Title_Investigations	229	229	0
eBook Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edsebk	Database	Regular	Searches_Automated	15823	15823	0
eBook Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edsebk	Other	Regular	Total_Item_Investigations	232	232	0
eBook Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edsebk	Other	Regular	Unique_Item_Investigations	203	203	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Book	Regular	Total_Item_Investigations	12	12	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Book	Regular	Total_Item_Requests	6	6	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Book	Regular	Unique_Item_Investigations	8	8	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Book	Regular	Unique_Item_Requests	6	6	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Book	Regular	Unique_Title_Investigations	8	8	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Book	Regular	Unique_Title_Requests	6	6	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Database	Regular	Searches_Automated	15787	15787	0
eBook Open Access (OA) Collection (EBSCOhost)	Undefined		EBSCOhost	EBSCOhost:e001mww	Database	Regular	Searches_Regular	100	100	0
EBSCO eClassics Collection (EBSCOhost)	EBSCO Publishing		EBSCOhost	EBSCOhost:e63sww	Database	Regular	Searches_Automated	15769	15769	0
EBSCO eClassics Collection (EBSCOhost)	EBSCO Publishing		EBSCOhost	EBSCOhost:e63sww	Database	Regular	Searches_Regular	100	100	0
ECONIS	German National Library of Economics		EBSCOhost	EBSCOhost:edszbw	Book	Regular	Total_Item_Investigations	12	12	0
ECONIS	German National Library of Economics		EBSCOhost	EBSCOhost:edszbw	Book	Regular	Unique_Item_Investigations	12	12	0
ECONIS	German National Library of Economics		EBSCOhost	EBSCOhost:edszbw	Book	Regular	Unique_Title_Investigations	10	10	0
ECONIS	German National Library of Economics		EBSCOhost	EBSCOhost:edszbw	Database	Regular	Searches_Automated	15798	15798	0
ECONIS	German National Library of Economics		EBSCOhost	EBSCOhost:edszbw	Other	Regular	Total_Item_Investigations	9	9	0
ECONIS	German National Library of Economics		EBSCOhost	EBSCOhost:edszbw	Other	Regular	Unique_Item_Investigations	9	9	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Database	Regular	Searches_Automated	22775	22775	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Database	Regular	Searches_Regular	114	114	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Journal	Regular	Total_Item_Investigations	118	118	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Journal	Regular	Total_Item_Requests	41	41	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Journal	Regular	Unique_Item_Investigations	89	89	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Journal	Regular	Unique_Item_Requests	37	37	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Other	Regular	Total_Item_Investigations	9	9	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Other	Regular	Total_Item_Requests	2	2	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Other	Regular	Unique_Item_Investigations	4	4	0
EconLit with Full Text	Undefined		EBSCOhost	EBSCOhost:eoh	Other	Regular	Unique_Item_Requests	2	2	0
EDS consolidated db (academicbasecustomizer)	Undefined		EBSCOhost	EBSCOhost:conacad	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (FULL - use conedsqd2)	Undefined		EBSCOhost	EBSCOhost:conedsqd	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (Korean databases)	Undefined		EBSCOhost	EBSCOhost:conkorean	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no10	Undefined		EBSCOhost	EBSCOhost:conedsqd10	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no11	Undefined		EBSCOhost	EBSCOhost:conedsqd11	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no12	Undefined		EBSCOhost	EBSCOhost:conedsqd12	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no12	Undefined		EBSCOhost	EBSCOhost:conedsqd12	Journal	Regular	Total_Item_Investigations	4	4	0
EDS consolidated db (QD facet) no12	Undefined		EBSCOhost	EBSCOhost:conedsqd12	Journal	Regular	Unique_Item_Investigations	2	2	0
EDS consolidated db (QD facet) no13	Undefined		EBSCOhost	EBSCOhost:conedsqd13	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no14	Undefined		EBSCOhost	EBSCOhost:conedsqd14	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no14	Undefined		EBSCOhost	EBSCOhost:conedsqd14	Journal	Regular	Total_Item_Investigations	1	1	0
EDS consolidated db (QD facet) no14	Undefined		EBSCOhost	EBSCOhost:conedsqd14	Journal	Regular	Unique_Item_Investigations	1	1	0
EDS consolidated db (QD facet) no15	Undefined		EBSCOhost	EBSCOhost:conedsqd15	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no16	Undefined		EBSCOhost	EBSCOhost:conedsqd16	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no17	Undefined		EBSCOhost	EBSCOhost:conedsqd17	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no18	Undefined		EBSCOhost	EBSCOhost:conedsqd18	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no19	Undefined		EBSCOhost	EBSCOhost:conedsqd19	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no2	Undefined		EBSCOhost	EBSCOhost:conedsqd2	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no20	Undefined		EBSCOhost	EBSCOhost:conedsqd20	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no3	Undefined		EBSCOhost	EBSCOhost:conedsqd3	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no4	Undefined		EBSCOhost	EBSCOhost:conedsqd4	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no5	Undefined		EBSCOhost	EBSCOhost:conedsqd5	Database	Regular	Searches_Automated	78	78	0
