Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	tandf:1453391
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.); 3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:03:49Z
Created_By	Taylor & Francis

Item	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Children Look at Nature: Environmental Perception and Education	Routledge		Taylor & Francis Online	10.1080/00958964.1982.9942653						Unique_Item_Investigations	1	1	0
Children Look at Nature: Environmental Perception and Education	Routledge		Taylor & Francis Online	10.1080/00958964.1982.9942653						Total_Item_Investigations	1	1	0
Children Look at Nature: Environmental Perception and Education	Routledge		Taylor & Francis Online	10.1080/00958964.1982.9942653						No_License	1	1	0
Children's Folklore in the Academic Library: Reorganization for Context and Collection Management	Routledge		Taylor & Francis Online	10.1080/01462679.2021.1896405						Unique_Item_Investigations	2	2	0
Children's Folklore in the Academic Library: Reorganization for Context and Collection Management	Routledge		Taylor & Francis Online	10.1080/01462679.2021.1896405						Unique_Item_Requests	2	2	0
Children's Folklore in the Academic Library: Reorganization for Context and Collection Management	Routledge		Taylor & Francis Online	10.1080/01462679.2021.1896405						Total_Item_Investigations	2	2	0
Children's Folklore in the Academic Library: Reorganization for Context and Collection Management	Routledge		Taylor & Francis Online	10.1080/01462679.2021.1896405						Total_Item_Requests	2	2	0
Circular economy implementation in operations & supply chain management: Building a pathway to business transformation	Taylor & Francis		Taylor & Francis Online	10.1080/09537287.2023.2280907						Unique_Item_Investigations	2	2	0
Circular economy implementation in operations & supply chain management: Building a pathway to business transformation	Taylor & Francis		Taylor & Francis Online	10.1080/09537287.2023.2280907						Unique_Item_Requests	2	2	0
Circular economy implementation in operations & supply chain management: Building a pathway to business transformation	Taylor & Francis		Taylor & Francis Online	10.1080/09537287.2023.2280907						Total_Item_Investigations	8	8	0
Circular economy implementation in operations & supply chain management: Building a pathway to business transformation	Taylor & Francis		Taylor & Francis Online	10.1080/09537287.2023.2280907						Total_Item_Requests	8	8	0
Citizen or consumer? Reconsidering energy citizenship	Routledge		Taylor & Francis Online	10.1080/1523908X.2019.1680277						Unique_Item_Investigations	1	1	0
Citizen or consumer? Reconsidering energy citizenship	Routledge		Taylor & Francis Online	10.1080/1523908X.2019.1680277						Unique_Item_Requests	1	1	0
Citizen or consumer? Reconsidering energy citizenship	Routledge		Taylor & Francis Online	10.1080/1523908X.2019.1680277						Total_Item_Investigations	1	1	0
Citizen or consumer? Reconsidering energy citizenship	Routledge		Taylor & Francis Online	10.1080/1523908X.2019.1680277						Total_Item_Requests	1	1	0
Climate change adaptation in the Pacific Island tourism sector: analysing the policy environment in Vanuatu	Routledge		Taylor & Francis Online	10.1080/13683500.2011.608841						Unique_Item_Investigations	1	1	0
Climate change adaptation in the Pacific Island tourism sector: analysing the policy environment in Vanuatu	Routledge		Taylor & Francis Online	10.1080/13683500.2011.608841						Unique_Item_Requests	1	1	0
Climate change adaptation in the Pacific Island tourism sector: analysing the policy environment in Vanuatu	Routledge		Taylor & Francis Online	10.1080/13683500.2011.608841						Total_Item_Investigations	3	3	0
Climate change adaptation in the Pacific Island tourism sector: analysing the policy environment in Vanuatu	Routledge		Taylor & Francis Online	10.1080/13683500.2011.608841						Total_Item_Requests	3	3	0
Climate Change Adaptation: Destination Management and the Green Tourist	Routledge		Taylor & Francis Online	10.1080/21568316.2014.988879						Unique_Item_Investigations	1	1	0
Climate Change Adaptation: Destination Management and the Green Tourist	Routledge		Taylor & Francis Online	10.1080/21568316.2014.988879						Unique_Item_Requests	1	1	0
Climate Change Adaptation: Destination Management and the Green Tourist	Routledge		Taylor & Francis Online	10.1080/21568316.2014.988879						Total_Item_Investigations	3	3	0
Climate Change Adaptation: Destination Management and the Green Tourist	Routledge		Taylor & Francis Online	10.1080/21568316.2014.988879						Total_Item_Requests	3	3	0
Climate change knowledge and organizational adaptation: a destination management organization case study	Routledge		Taylor & Francis Online	10.1080/02508281.2016.1119972						Unique_Item_Investigations	3	3	0
Climate change knowledge and organizational adaptation: a destination management organization case study	Routledge		Taylor & Francis Online	10.1080/02508281.2016.1119972						Unique_Item_Requests	3	3	0
Climate change knowledge and organizational adaptation: a destination management organization case study	Routledge		Taylor & Francis Online	10.1080/02508281.2016.1119972						Total_Item_Investigations	5	5	0
Climate change knowledge and organizational adaptation: a destination management organization case study	Routledge		Taylor & Francis Online	10.1080/02508281.2016.1119972						Total_Item_Requests	5	5	0
CMIP5 drought projections in Canada based on the Standardized Precipitation Evapotranspiration Index	Taylor & Francis		Taylor & Francis Online	10.1080/07011784.2018.1537812						Unique_Item_Investigations	1	1	0
CMIP5 drought projections in Canada based on the Standardized Precipitation Evapotranspiration Index	Taylor & Francis		Taylor & Francis Online	10.1080/07011784.2018.1537812						Total_Item_Investigations	3	3	0
CMIP5 drought projections in Canada based on the Standardized Precipitation Evapotranspiration Index	Taylor & Francis		Taylor & Francis Online	10.1080/07011784.2018.1537812						No_License	4	4	0
Co-constructing “northern” tourism representations among tourism companies, DMOs and tourists. An example from Jukkasjärvi, Sweden	Routledge		Taylor & Francis Online	10.1080/15022250.2016.1230517						Unique_Item_Investigations	1	1	0
Co-constructing “northern” tourism representations among tourism companies, DMOs and tourists. An example from Jukkasjärvi, Sweden	Routledge		Taylor & Francis Online	10.1080/15022250.2016.1230517						Unique_Item_Requests	1	1	0
Co-constructing “northern” tourism representations among tourism companies, DMOs and tourists. An example from Jukkasjärvi, Sweden	Routledge		Taylor & Francis Online	10.1080/15022250.2016.1230517						Total_Item_Investigations	4	4	0
Co-constructing “northern” tourism representations among tourism companies, DMOs and tourists. An example from Jukkasjärvi, Sweden	Routledge		Taylor & Francis Online	10.1080/15022250.2016.1230517						Total_Item_Requests	4	4	0
Coca-Cola and the Moral Economy of Rural Development in India	Routledge		Taylor & Francis Online	10.1080/00856401.2021.1899793						Unique_Item_Investigations	1	1	0
Coca-Cola and the Moral Economy of Rural Development in India	Routledge		Taylor & Francis Online	10.1080/00856401.2021.1899793						Unique_Item_Requests	1	1	0
Coca-Cola and the Moral Economy of Rural Development in India	Routledge		Taylor & Francis Online	10.1080/00856401.2021.1899793						Total_Item_Investigations	2	2	0
Coca-Cola and the Moral Economy of Rural Development in India	Routledge		Taylor & Francis Online	10.1080/00856401.2021.1899793						Total_Item_Requests	2	2	0
Coccomyxa parasitica sp. nov. (Coccomyxaceae, Chlorococcales), a parasite of giant scallops in Newfoundland	Taylor & Francis		Taylor & Francis Online	10.1080/00071617400650391						Unique_Item_Investigations	1	1	0
Coccomyxa parasitica sp. nov. (Coccomyxaceae, Chlorococcales), a parasite of giant scallops in Newfoundland	Taylor & Francis		Taylor & Francis Online	10.1080/00071617400650391						Unique_Item_Requests	1	1	0
Coccomyxa parasitica sp. nov. (Coccomyxaceae, Chlorococcales), a parasite of giant scallops in Newfoundland	Taylor & Francis		Taylor & Francis Online	10.1080/00071617400650391						Total_Item_Investigations	3	3	0
Coccomyxa parasitica sp. nov. (Coccomyxaceae, Chlorococcales), a parasite of giant scallops in Newfoundland	Taylor & Francis		Taylor & Francis Online	10.1080/00071617400650391						Total_Item_Requests	2	2	0
College Students with Disabilities Experiences with Financial, Social, and Emotional Costs on Campus in the United States	Routledge		Taylor & Francis Online	10.1080/1034912X.2021.1966758						Unique_Item_Investigations	1	1	0
College Students with Disabilities Experiences with Financial, Social, and Emotional Costs on Campus in the United States	Routledge		Taylor & Francis Online	10.1080/1034912X.2021.1966758						Unique_Item_Requests	1	1	0
College Students with Disabilities Experiences with Financial, Social, and Emotional Costs on Campus in the United States	Routledge		Taylor & Francis Online	10.1080/1034912X.2021.1966758						Total_Item_Investigations	2	2	0
College Students with Disabilities Experiences with Financial, Social, and Emotional Costs on Campus in the United States	Routledge		Taylor & Francis Online	10.1080/1034912X.2021.1966758						Total_Item_Requests	2	2	0
Colonization, whenua and capitalism: experiences from Aotearoa New Zealand	Routledge		Taylor & Francis Online	10.1080/10304312.2018.1525918						Unique_Item_Investigations	1	1	0
Colonization, whenua and capitalism: experiences from Aotearoa New Zealand	Routledge		Taylor & Francis Online	10.1080/10304312.2018.1525918						Unique_Item_Requests	1	1	0
Colonization, whenua and capitalism: experiences from Aotearoa New Zealand	Routledge		Taylor & Francis Online	10.1080/10304312.2018.1525918						Total_Item_Investigations	2	2	0
Colonization, whenua and capitalism: experiences from Aotearoa New Zealand	Routledge		Taylor & Francis Online	10.1080/10304312.2018.1525918						Total_Item_Requests	2	2	0
Coming home: devised somatic dance	Routledge		Taylor & Francis Online	10.1080/21604851.2022.2121490						Unique_Item_Investigations	1	1	0
Coming home: devised somatic dance	Routledge		Taylor & Francis Online	10.1080/21604851.2022.2121490						Unique_Item_Requests	1	1	0
Coming home: devised somatic dance	Routledge		Taylor & Francis Online	10.1080/21604851.2022.2121490						Total_Item_Investigations	1	1	0
Coming home: devised somatic dance	Routledge		Taylor & Francis Online	10.1080/21604851.2022.2121490						Total_Item_Requests	1	1	0
Community attitudes and perceptions towards free-roaming dogs in Goa, India	Routledge		Taylor & Francis Online	10.1080/10888705.2021.2014839						Unique_Item_Investigations	2	2	0
Community attitudes and perceptions towards free-roaming dogs in Goa, India	Routledge		Taylor & Francis Online	10.1080/10888705.2021.2014839						Unique_Item_Requests	2	2	0
Community attitudes and perceptions towards free-roaming dogs in Goa, India	Routledge		Taylor & Francis Online	10.1080/10888705.2021.2014839						Total_Item_Investigations	4	4	0
Community attitudes and perceptions towards free-roaming dogs in Goa, India	Routledge		Taylor & Francis Online	10.1080/10888705.2021.2014839						Total_Item_Requests	4	4	0
Community Engagement: Participation on Whose Terms?	Routledge		Taylor & Francis Online	10.1080/10361140701513570						Unique_Item_Investigations	1	1	0
Community Engagement: Participation on Whose Terms?	Routledge		Taylor & Francis Online	10.1080/10361140701513570						Unique_Item_Requests	1	1	0
Community Engagement: Participation on Whose Terms?	Routledge		Taylor & Francis Online	10.1080/10361140701513570						Total_Item_Investigations	1	1	0
Community Engagement: Participation on Whose Terms?	Routledge		Taylor & Francis Online	10.1080/10361140701513570						Total_Item_Requests	1	1	0
Community-Engaged Field Trips: An Accessible Technique for Community-Based Learning in an Era of Education Austerity	Routledge		Taylor & Francis Online	10.1080/00380237.2023.2283627						Unique_Item_Investigations	1	1	0
Community-Engaged Field Trips: An Accessible Technique for Community-Based Learning in an Era of Education Austerity	Routledge		Taylor & Francis Online	10.1080/00380237.2023.2283627						Unique_Item_Requests	1	1	0
Community-Engaged Field Trips: An Accessible Technique for Community-Based Learning in an Era of Education Austerity	Routledge		Taylor & Francis Online	10.1080/00380237.2023.2283627						Total_Item_Investigations	2	2	0
Community-Engaged Field Trips: An Accessible Technique for Community-Based Learning in an Era of Education Austerity	Routledge		Taylor & Francis Online	10.1080/00380237.2023.2283627						Total_Item_Requests	2	2	0
Comparative physiology of Malpighian tubules: form and function	Dove Medical Press		Taylor & Francis Online	10.2147/OAIP.S72060						Unique_Item_Investigations	1	1	0
Comparative physiology of Malpighian tubules: form and function	Dove Medical Press		Taylor & Francis Online	10.2147/OAIP.S72060						Unique_Item_Requests	1	1	0
Comparative physiology of Malpighian tubules: form and function	Dove Medical Press		Taylor & Francis Online	10.2147/OAIP.S72060						Total_Item_Investigations	3	3	0
Comparative physiology of Malpighian tubules: form and function	Dove Medical Press		Taylor & Francis Online	10.2147/OAIP.S72060						Total_Item_Requests	3	3	0
Comparison of Black Oxide and Tungsten Carbide–Reinforced Diamond-Like Carbon (WC/a-C:H) Surface Treatments for Rolling Element Bearings	Taylor & Francis		Taylor & Francis Online	10.1080/10402004.2014.983253						Unique_Item_Investigations	1	1	0
Comparison of Black Oxide and Tungsten Carbide–Reinforced Diamond-Like Carbon (WC/a-C:H) Surface Treatments for Rolling Element Bearings	Taylor & Francis		Taylor & Francis Online	10.1080/10402004.2014.983253						Unique_Item_Requests	1	1	0
Comparison of Black Oxide and Tungsten Carbide–Reinforced Diamond-Like Carbon (WC/a-C:H) Surface Treatments for Rolling Element Bearings	Taylor & Francis		Taylor & Francis Online	10.1080/10402004.2014.983253						Total_Item_Investigations	3	3	0
Comparison of Black Oxide and Tungsten Carbide–Reinforced Diamond-Like Carbon (WC/a-C:H) Surface Treatments for Rolling Element Bearings	Taylor & Francis		Taylor & Francis Online	10.1080/10402004.2014.983253						Total_Item_Requests	3	3	0
Compassionate design for dementia care	Taylor & Francis		Taylor & Francis Online	10.1080/21650349.2018.1501280						Unique_Item_Investigations	1	1	0
Compassionate design for dementia care	Taylor & Francis		Taylor & Francis Online	10.1080/21650349.2018.1501280						Unique_Item_Requests	1	1	0
Compassionate design for dementia care	Taylor & Francis		Taylor & Francis Online	10.1080/21650349.2018.1501280						Total_Item_Investigations	1	1	0
Compassionate design for dementia care	Taylor & Francis		Taylor & Francis Online	10.1080/21650349.2018.1501280						Total_Item_Requests	1	1	0
Conceptual Model Development for Invasive Species and a Regional Risk Assessment Case Study: The European Green Crab, Carcinus maenas, at Cherry Point, Washington, USA	Taylor & Francis		Taylor & Francis Online	10.1080/10807030601105076						Unique_Item_Investigations	1	1	0
Conceptual Model Development for Invasive Species and a Regional Risk Assessment Case Study: The European Green Crab, Carcinus maenas, at Cherry Point, Washington, USA	Taylor & Francis		Taylor & Francis Online	10.1080/10807030601105076						Total_Item_Investigations	1	1	0
Confession, catharsis, or cure? Rethinking the uses of reflexivity as methodological power in qualitative research	Routledge		Taylor & Francis Online	10.1080/0951839032000060635						Unique_Item_Investigations	2	2	0
Confession, catharsis, or cure? Rethinking the uses of reflexivity as methodological power in qualitative research	Routledge		Taylor & Francis Online	10.1080/0951839032000060635						Unique_Item_Requests	2	2	0
Confession, catharsis, or cure? Rethinking the uses of reflexivity as methodological power in qualitative research	Routledge		Taylor & Francis Online	10.1080/0951839032000060635						Total_Item_Investigations	2	2	0
Confession, catharsis, or cure? Rethinking the uses of reflexivity as methodological power in qualitative research	Routledge		Taylor & Francis Online	10.1080/0951839032000060635						Total_Item_Requests	2	2	0
Confronting populationism: Feminist challenges to population control in an era of climate change	Routledge		Taylor & Francis Online	10.1080/0966369X.2019.1639634						Unique_Item_Investigations	1	1	0
Confronting populationism: Feminist challenges to population control in an era of climate change	Routledge		Taylor & Francis Online	10.1080/0966369X.2019.1639634						Unique_Item_Requests	1	1	0
Confronting populationism: Feminist challenges to population control in an era of climate change	Routledge		Taylor & Francis Online	10.1080/0966369X.2019.1639634						Total_Item_Investigations	2	2	0
Confronting populationism: Feminist challenges to population control in an era of climate change	Routledge		Taylor & Francis Online	10.1080/0966369X.2019.1639634						Total_Item_Requests	2	2	0
Confronting the Challenges of Critical Digital Literacy: An Essay Review Critical Constructivism: A Primer A Review of Joe L. Kincheloe. New York: Peter Lang, 2005. Pp. 1–185; $18.95	Routledge		Taylor & Francis Online	10.1080/00131940802117761						Unique_Item_Investigations	1	1	0
Confronting the Challenges of Critical Digital Literacy: An Essay Review Critical Constructivism: A Primer A Review of Joe L. Kincheloe. New York: Peter Lang, 2005. Pp. 1–185; $18.95	Routledge		Taylor & Francis Online	10.1080/00131940802117761						Unique_Item_Requests	1	1	0
Confronting the Challenges of Critical Digital Literacy: An Essay Review Critical Constructivism: A Primer A Review of Joe L. Kincheloe. New York: Peter Lang, 2005. Pp. 1–185; $18.95	Routledge		Taylor & Francis Online	10.1080/00131940802117761						Total_Item_Investigations	2	2	0
Confronting the Challenges of Critical Digital Literacy: An Essay Review Critical Constructivism: A Primer A Review of Joe L. Kincheloe. New York: Peter Lang, 2005. Pp. 1–185; $18.95	Routledge		Taylor & Francis Online	10.1080/00131940802117761						Total_Item_Requests	2	2	0
Consequences of runaway and thrownaway experiences for sexual minority health during the transition to adulthood	Routledge		Taylor & Francis Online	10.1080/19361653.2016.1264909						Unique_Item_Investigations	1	1	0
Consequences of runaway and thrownaway experiences for sexual minority health during the transition to adulthood	Routledge		Taylor & Francis Online	10.1080/19361653.2016.1264909						Unique_Item_Requests	1	1	0
Consequences of runaway and thrownaway experiences for sexual minority health during the transition to adulthood	Routledge		Taylor & Francis Online	10.1080/19361653.2016.1264909						Total_Item_Investigations	2	2	0
Consequences of runaway and thrownaway experiences for sexual minority health during the transition to adulthood	Routledge		Taylor & Francis Online	10.1080/19361653.2016.1264909						Total_Item_Requests	2	2	0
Contested spaces: trans-inclusive school policies and parental sovereignty in Canada	Routledge		Taylor & Francis Online	10.1080/09540253.2017.1396291						Unique_Item_Investigations	1	1	0
Contested spaces: trans-inclusive school policies and parental sovereignty in Canada	Routledge		Taylor & Francis Online	10.1080/09540253.2017.1396291						Unique_Item_Requests	1	1	0
Contested spaces: trans-inclusive school policies and parental sovereignty in Canada	Routledge		Taylor & Francis Online	10.1080/09540253.2017.1396291						Total_Item_Investigations	1	1	0
Contested spaces: trans-inclusive school policies and parental sovereignty in Canada	Routledge		Taylor & Francis Online	10.1080/09540253.2017.1396291						Total_Item_Requests	1	1	0
Contesting consent in sex education*	Routledge		Taylor & Francis Online	10.1080/14681811.2017.1393407						Unique_Item_Investigations	1	1	0
Contesting consent in sex education*	Routledge		Taylor & Francis Online	10.1080/14681811.2017.1393407						Unique_Item_Requests	1	1	0
Contesting consent in sex education*	Routledge		Taylor & Francis Online	10.1080/14681811.2017.1393407						Total_Item_Investigations	2	2	0
Contesting consent in sex education*	Routledge		Taylor & Francis Online	10.1080/14681811.2017.1393407						Total_Item_Requests	2	2	0
CONTROLLED RELEASE OF FERTILIZER MICROCAPSULES USING ETHYLENE VINYL ACETATE POLYMER TO ENHANCE MICRONUTRIENT AND WATER USE EFFICIENCY	Taylor & Francis		Taylor & Francis Online	10.1080/01904167.2012.676126						Unique_Item_Investigations	1	1	0
CONTROLLED RELEASE OF FERTILIZER MICROCAPSULES USING ETHYLENE VINYL ACETATE POLYMER TO ENHANCE MICRONUTRIENT AND WATER USE EFFICIENCY	Taylor & Francis		Taylor & Francis Online	10.1080/01904167.2012.676126						Total_Item_Investigations	1	1	0
Conversations with Veterinary Students: Attitudes, Ethics, and Animals	Routledge		Taylor & Francis Online	10.2752/089279389787058019						Unique_Item_Investigations	2	2	0
Conversations with Veterinary Students: Attitudes, Ethics, and Animals	Routledge		Taylor & Francis Online	10.2752/089279389787058019						Unique_Item_Requests	2	2	0
Conversations with Veterinary Students: Attitudes, Ethics, and Animals	Routledge		Taylor & Francis Online	10.2752/089279389787058019						Total_Item_Investigations	2	2	0
Conversations with Veterinary Students: Attitudes, Ethics, and Animals	Routledge		Taylor & Francis Online	10.2752/089279389787058019						Total_Item_Requests	2	2	0
Correction	Routledge		Taylor & Francis Online	10.1080/00664677.2023.2271239						Unique_Item_Investigations	1	1	0
Correction	Routledge		Taylor & Francis Online	10.1080/00664677.2023.2271239						Unique_Item_Requests	1	1	0
Correction	Routledge		Taylor & Francis Online	10.1080/00664677.2023.2271239						Total_Item_Investigations	1	1	0
Correction	Routledge		Taylor & Francis Online	10.1080/00664677.2023.2271239						Total_Item_Requests	1	1	0
Counting the Costs of Farmed Salmonids Diseases	Taylor & Francis		Taylor & Francis Online	10.1080/10454438.2012.663701						Unique_Item_Investigations	1	1	0
Counting the Costs of Farmed Salmonids Diseases	Taylor & Francis		Taylor & Francis Online	10.1080/10454438.2012.663701						Total_Item_Investigations	2	2	0
Courtship and Allied Behaviour in Penguins	Taylor & Francis		Taylor & Francis Online	10.1071/MU945037						Unique_Item_Investigations	1	1	0
Courtship and Allied Behaviour in Penguins	Taylor & Francis		Taylor & Francis Online	10.1071/MU945037						Total_Item_Investigations	1	1	0
Courtship and Allied Behaviour in Penguins	Taylor & Francis		Taylor & Francis Online	10.1071/MU945037						No_License	1	1	0
Creating mutual identification and solidarity in highly diversified societies. The importance of identification by shared participation	Routledge		Taylor & Francis Online	10.1080/02580136.2012.10751793						Unique_Item_Investigations	1	1	0
Creating mutual identification and solidarity in highly diversified societies. The importance of identification by shared participation	Routledge		Taylor & Francis Online	10.1080/02580136.2012.10751793						Total_Item_Investigations	1	1	0
Creative and Critical Entanglements With AI in Art Education	Routledge		Taylor & Francis Online	10.1080/00393541.2023.2255084						Unique_Item_Investigations	1	1	0
Creative and Critical Entanglements With AI in Art Education	Routledge		Taylor & Francis Online	10.1080/00393541.2023.2255084						Unique_Item_Requests	1	1	0
Creative and Critical Entanglements With AI in Art Education	Routledge		Taylor & Francis Online	10.1080/00393541.2023.2255084						Total_Item_Investigations	1	1	0
Creative and Critical Entanglements With AI in Art Education	Routledge		Taylor & Francis Online	10.1080/00393541.2023.2255084						Total_Item_Requests	1	1	0
Crop Yield and Water Requirement Relationships for Major Irrigated Crops in Southern Alberta	Taylor & Francis		Taylor & Francis Online	10.4296/cwrj3602853						Unique_Item_Investigations	2	2	0
Crop Yield and Water Requirement Relationships for Major Irrigated Crops in Southern Alberta	Taylor & Francis		Taylor & Francis Online	10.4296/cwrj3602853						Unique_Item_Requests	2	2	0
Crop Yield and Water Requirement Relationships for Major Irrigated Crops in Southern Alberta	Taylor & Francis		Taylor & Francis Online	10.4296/cwrj3602853						Total_Item_Investigations	4	4	0
Crop Yield and Water Requirement Relationships for Major Irrigated Crops in Southern Alberta	Taylor & Francis		Taylor & Francis Online	10.4296/cwrj3602853						Total_Item_Requests	2	2	0
Cross-cultural training and its impact on expatriate performance in Australian MNEs	Routledge		Taylor & Francis Online	10.1080/13678860903135763						Unique_Item_Investigations	1	1	0
Cross-cultural training and its impact on expatriate performance in Australian MNEs	Routledge		Taylor & Francis Online	10.1080/13678860903135763						Unique_Item_Requests	1	1	0
Cross-cultural training and its impact on expatriate performance in Australian MNEs	Routledge		Taylor & Francis Online	10.1080/13678860903135763						Total_Item_Investigations	2	2	0
Cross-cultural training and its impact on expatriate performance in Australian MNEs	Routledge		Taylor & Francis Online	10.1080/13678860903135763						Total_Item_Requests	2	2	0
Cultivating Care and Connection: Preparing the Soil for a Just and Sustainable Society	Routledge		Taylor & Francis Online	10.1207/s15326993es3601_7						Unique_Item_Investigations	1	1	0
Cultivating Care and Connection: Preparing the Soil for a Just and Sustainable Society	Routledge		Taylor & Francis Online	10.1207/s15326993es3601_7						Unique_Item_Requests	1	1	0
Cultivating Care and Connection: Preparing the Soil for a Just and Sustainable Society	Routledge		Taylor & Francis Online	10.1207/s15326993es3601_7						Total_Item_Investigations	1	1	0
Cultivating Care and Connection: Preparing the Soil for a Just and Sustainable Society	Routledge		Taylor & Francis Online	10.1207/s15326993es3601_7						Total_Item_Requests	1	1	0
Cultural Marxism, British cultural studies, and the reconstruction of education	Routledge		Taylor & Francis Online	10.1080/00131857.2021.1926982						Unique_Item_Investigations	2	2	0
Cultural Marxism, British cultural studies, and the reconstruction of education	Routledge		Taylor & Francis Online	10.1080/00131857.2021.1926982						Unique_Item_Requests	2	2	0
Cultural Marxism, British cultural studies, and the reconstruction of education	Routledge		Taylor & Francis Online	10.1080/00131857.2021.1926982						Total_Item_Investigations	3	3	0
Cultural Marxism, British cultural studies, and the reconstruction of education	Routledge		Taylor & Francis Online	10.1080/00131857.2021.1926982						Total_Item_Requests	3	3	0
Cultural Traditions and Food: K?naka Maoli and the Production of Poi in the He?e?ia Wetland	Routledge		Taylor & Francis Online	10.1080/15528014.2016.1208340						Unique_Item_Investigations	1	1	0
Cultural Traditions and Food: K?naka Maoli and the Production of Poi in the He?e?ia Wetland	Routledge		Taylor & Francis Online	10.1080/15528014.2016.1208340						Unique_Item_Requests	1	1	0
Cultural Traditions and Food: K?naka Maoli and the Production of Poi in the He?e?ia Wetland	Routledge		Taylor & Francis Online	10.1080/15528014.2016.1208340						Total_Item_Investigations	2	2	0
Cultural Traditions and Food: K?naka Maoli and the Production of Poi in the He?e?ia Wetland	Routledge		Taylor & Francis Online	10.1080/15528014.2016.1208340						Total_Item_Requests	2	2	0
Culture and social media: the relationship between cultural values and hashtagging styles	Taylor & Francis		Taylor & Francis Online	10.1080/0144929X.2019.1611923						Unique_Item_Investigations	2	2	0
Culture and social media: the relationship between cultural values and hashtagging styles	Taylor & Francis		Taylor & Francis Online	10.1080/0144929X.2019.1611923						Total_Item_Investigations	3	3	0
Culture and social media: the relationship between cultural values and hashtagging styles	Taylor & Francis		Taylor & Francis Online	10.1080/0144929X.2019.1611923						No_License	3	3	0
Current perspectives on attachment and bonding in the dog–human dyad	Dove Medical Press		Taylor & Francis Online	10.2147/PRBM.S74972						Unique_Item_Investigations	1	1	0
Current perspectives on attachment and bonding in the dog–human dyad	Dove Medical Press		Taylor & Francis Online	10.2147/PRBM.S74972						Unique_Item_Requests	1	1	0
Current perspectives on attachment and bonding in the dog–human dyad	Dove Medical Press		Taylor & Francis Online	10.2147/PRBM.S74972						Total_Item_Investigations	1	1	0
Current perspectives on attachment and bonding in the dog–human dyad	Dove Medical Press		Taylor & Francis Online	10.2147/PRBM.S74972						Total_Item_Requests	1	1	0
Current viral-mediated gene transfer research for treatment of Alzheimer’s disease	Taylor & Francis		Taylor & Francis Online	10.1080/02648725.2018.1523521						Unique_Item_Investigations	1	1	0
Current viral-mediated gene transfer research for treatment of Alzheimer’s disease	Taylor & Francis		Taylor & Francis Online	10.1080/02648725.2018.1523521						Total_Item_Investigations	1	1	0
Current viral-mediated gene transfer research for treatment of Alzheimer’s disease	Taylor & Francis		Taylor & Francis Online	10.1080/02648725.2018.1523521						No_License	1	1	0
Curriculum leadership barriers experienced by heads of department: a look at South African secondary schools	Routledge		Taylor & Francis Online	10.1080/13603124.2020.1740796						Unique_Item_Investigations	1	1	0
Curriculum leadership barriers experienced by heads of department: a look at South African secondary schools	Routledge		Taylor & Francis Online	10.1080/13603124.2020.1740796						Unique_Item_Requests	1	1	0
Curriculum leadership barriers experienced by heads of department: a look at South African secondary schools	Routledge		Taylor & Francis Online	10.1080/13603124.2020.1740796						Total_Item_Investigations	1	1	0
Curriculum leadership barriers experienced by heads of department: a look at South African secondary schools	Routledge		Taylor & Francis Online	10.1080/13603124.2020.1740796						Total_Item_Requests	1	1	0
Danger Beyond This Point: Visual Representation, Cultural Landscapes, and the Geography of Environmental Hazards in U.S. National Parks	Routledge		Taylor & Francis Online	10.1080/2373566X.2020.1784017						Unique_Item_Investigations	1	1	0
Danger Beyond This Point: Visual Representation, Cultural Landscapes, and the Geography of Environmental Hazards in U.S. National Parks	Routledge		Taylor & Francis Online	10.1080/2373566X.2020.1784017						Unique_Item_Requests	1	1	0
Danger Beyond This Point: Visual Representation, Cultural Landscapes, and the Geography of Environmental Hazards in U.S. National Parks	Routledge		Taylor & Francis Online	10.1080/2373566X.2020.1784017						Total_Item_Investigations	1	1	0
Danger Beyond This Point: Visual Representation, Cultural Landscapes, and the Geography of Environmental Hazards in U.S. National Parks	Routledge		Taylor & Francis Online	10.1080/2373566X.2020.1784017						Total_Item_Requests	1	1	0
Daughters-In-Law and Domestic Violence: Patrilocal Marriage in Tajikistan	Routledge		Taylor & Francis Online	10.1080/13545701.2022.2060518						Unique_Item_Investigations	2	2	0
Daughters-In-Law and Domestic Violence: Patrilocal Marriage in Tajikistan	Routledge		Taylor & Francis Online	10.1080/13545701.2022.2060518						Unique_Item_Requests	2	2	0
Daughters-In-Law and Domestic Violence: Patrilocal Marriage in Tajikistan	Routledge		Taylor & Francis Online	10.1080/13545701.2022.2060518						Total_Item_Investigations	4	4	0
Daughters-In-Law and Domestic Violence: Patrilocal Marriage in Tajikistan	Routledge		Taylor & Francis Online	10.1080/13545701.2022.2060518						Total_Item_Requests	4	4	0
