Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of PEI (Prince Edward Island)
Institution_ID	connect:peican
Metric_Types	No_License; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Parent_Data_Type=Book|Journal; Data_Type=Article|Book|Book_Segment
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version; Include_Parent_Details=True
Exceptions	3031: Usage Not Ready for Requested Dates(Investigation Usage is available up to 2024-01-31.Request Usage is available up to 2024-01-31.No License Usage is available up to 2024-01-31.) ()
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:47:25Z
Created_By	ingentaconnect

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Habitat segregation and population structure of Caribbean sea anemones and associated crustaceans on coral reefs at Akumal Bay, Mexico	University of Miami - Rosenstiel School of Marine, Atmospheric & Earth Science		connect	Colombara; Alexandra M and Quinn; David and Chadwick; Nanette E; 		VoR	10.5343/bms.2017.1020			0007-4977		https://www.ingentaconnect.com/content/umrsmas/bullmar/2017/00000093/00000004/art00011	Bulletin of Marine Science			VoR					0007-4977	1553-6955	https://www.ingentaconnect.com/content/umrsmas/bullmar											Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1	0
Habitat segregation and population structure of Caribbean sea anemones and associated crustaceans on coral reefs at Akumal Bay, Mexico	University of Miami - Rosenstiel School of Marine, Atmospheric & Earth Science		connect	Colombara; Alexandra M and Quinn; David and Chadwick; Nanette E; 		VoR	10.5343/bms.2017.1020			0007-4977		https://www.ingentaconnect.com/content/umrsmas/bullmar/2017/00000093/00000004/art00011	Bulletin of Marine Science			VoR					0007-4977	1553-6955	https://www.ingentaconnect.com/content/umrsmas/bullmar											Article	2017	Controlled	Regular	Unique_Item_Requests	1	1	0
How Climate Change is Considered in Sustainable Tourism Policies: A Case of The Mediterranean Islands of Malta and Mallorca	Cognizant Communication Corporation		connect	Dodds; Rachel; Kelman; Ilan; 		VoR	10.3727/154427208785899920			1544-2721		https://www.ingentaconnect.com/content/cog/tri/2008/00000012/00000001/art00006	Tourism Review International			VoR					1544-2721	1943-4421	https://www.ingentaconnect.com/content/cog/tri											Article	2008	Controlled	Regular	Total_Item_Investigations	5	5	0
How Climate Change is Considered in Sustainable Tourism Policies: A Case of The Mediterranean Islands of Malta and Mallorca	Cognizant Communication Corporation		connect	Dodds; Rachel; Kelman; Ilan; 		VoR	10.3727/154427208785899920			1544-2721		https://www.ingentaconnect.com/content/cog/tri/2008/00000012/00000001/art00006	Tourism Review International			VoR					1544-2721	1943-4421	https://www.ingentaconnect.com/content/cog/tri											Article	2008	Controlled	Regular	Unique_Item_Investigations	4	4	0
How Climate Change is Considered in Sustainable Tourism Policies: A Case of The Mediterranean Islands of Malta and Mallorca	Cognizant Communication Corporation		connect	Dodds; Rachel; Kelman; Ilan; 		VoR	10.3727/154427208785899920			1544-2721		https://www.ingentaconnect.com/content/cog/tri/2008/00000012/00000001/art00006	Tourism Review International			VoR					1544-2721	1943-4421	https://www.ingentaconnect.com/content/cog/tri											Article	2008	Controlled	Regular	No_License	5	5	0
Impact of Prenatal Cannabis Use Disorder on Perinatal Outcomes	Wolters Kluwer		connect	Prewitt; Kristin C. and Hayer; Sarena and Garg; Bharti and Benson; Ashley E. and Hedges; Madeline A. and Caughey; Aaron B. and Lo; Jamie O.; 		VoR	10.1097/adm.0000000000001123			1932-0620		https://www.ingentaconnect.com/content/wk/adm/2006/00000017/00000003/art00008	Journal of Addiction Medicine			VoR					1932-0620		https://www.ingentaconnect.com/content/wk/adm											Article	2006	Controlled	Regular	Total_Item_Investigations	1	1	0
Impact of Prenatal Cannabis Use Disorder on Perinatal Outcomes	Wolters Kluwer		connect	Prewitt; Kristin C. and Hayer; Sarena and Garg; Bharti and Benson; Ashley E. and Hedges; Madeline A. and Caughey; Aaron B. and Lo; Jamie O.; 		VoR	10.1097/adm.0000000000001123			1932-0620		https://www.ingentaconnect.com/content/wk/adm/2006/00000017/00000003/art00008	Journal of Addiction Medicine			VoR					1932-0620		https://www.ingentaconnect.com/content/wk/adm											Article	2006	Controlled	Regular	Unique_Item_Investigations	1	1	0
Impact of Prenatal Cannabis Use Disorder on Perinatal Outcomes	Wolters Kluwer		connect	Prewitt; Kristin C. and Hayer; Sarena and Garg; Bharti and Benson; Ashley E. and Hedges; Madeline A. and Caughey; Aaron B. and Lo; Jamie O.; 		VoR	10.1097/adm.0000000000001123			1932-0620		https://www.ingentaconnect.com/content/wk/adm/2006/00000017/00000003/art00008	Journal of Addiction Medicine			VoR					1932-0620		https://www.ingentaconnect.com/content/wk/adm											Article	2006	Controlled	Regular	No_License	1	1	0
Is the SenpaiKouhai relationship common across China, Korea, and Japan?	Scientific Journal Publishers		connect	Qie; Nan and Patrick Rau; Pei-Luen and Wang; Lin and Ma; Liang; 		VoR	10.2224/sbp.7404			0301-2212		https://www.ingentaconnect.com/content/sbp/sbp/2019/00000047/00000001/art00012	Social Behavior and Personality: an international journal			VoR					0301-2212		https://www.ingentaconnect.com/content/sbp/sbp											Article	2019	Controlled	Regular	Total_Item_Investigations	1	1	0
Is the SenpaiKouhai relationship common across China, Korea, and Japan?	Scientific Journal Publishers		connect	Qie; Nan and Patrick Rau; Pei-Luen and Wang; Lin and Ma; Liang; 		VoR	10.2224/sbp.7404			0301-2212		https://www.ingentaconnect.com/content/sbp/sbp/2019/00000047/00000001/art00012	Social Behavior and Personality: an international journal			VoR					0301-2212		https://www.ingentaconnect.com/content/sbp/sbp											Article	2019	Controlled	Regular	Unique_Item_Investigations	1	1	0
Is the SenpaiKouhai relationship common across China, Korea, and Japan?	Scientific Journal Publishers		connect	Qie; Nan and Patrick Rau; Pei-Luen and Wang; Lin and Ma; Liang; 		VoR	10.2224/sbp.7404			0301-2212		https://www.ingentaconnect.com/content/sbp/sbp/2019/00000047/00000001/art00012	Social Behavior and Personality: an international journal			VoR					0301-2212		https://www.ingentaconnect.com/content/sbp/sbp											Article	2019	Controlled	Regular	No_License	1	1	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect	Turner; Patricia V and Vaughn; Elizabeth and Sunohara-Neilson; Janet and Ovari; Jelena and Leri; Francesco; 		VoR				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Journal of the American Association for Laboratory Animal Science			VoR					1559-6109	2769-6677	https://www.ingentaconnect.com/content/aalas/jaalas											Article	2012	OA_Gold	Regular	Total_Item_Investigations	2	2	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect	Turner; Patricia V and Vaughn; Elizabeth and Sunohara-Neilson; Janet and Ovari; Jelena and Leri; Francesco; 		VoR				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Journal of the American Association for Laboratory Animal Science			VoR					1559-6109	2769-6677	https://www.ingentaconnect.com/content/aalas/jaalas											Article	2012	OA_Gold	Regular	Total_Item_Requests	1	1	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect	Turner; Patricia V and Vaughn; Elizabeth and Sunohara-Neilson; Janet and Ovari; Jelena and Leri; Francesco; 		VoR				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Journal of the American Association for Laboratory Animal Science			VoR					1559-6109	2769-6677	https://www.ingentaconnect.com/content/aalas/jaalas											Article	2012	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Oral Gavage in Rats: Animal Welfare Evaluation	American Association for Laboratory Animal Science		connect	Turner; Patricia V and Vaughn; Elizabeth and Sunohara-Neilson; Janet and Ovari; Jelena and Leri; Francesco; 		VoR				1559-6109		https://www.ingentaconnect.com/content/aalas/jaalas/2012/00000051/00000001/art00004	Journal of the American Association for Laboratory Animal Science			VoR					1559-6109	2769-6677	https://www.ingentaconnect.com/content/aalas/jaalas											Article	2012	OA_Gold	Regular	Unique_Item_Requests	1	1	0
Pain Management in Neonatal Intensive Care	Wolters Kluwer		connect	Aukes; Daphne I. and Roofthooft; Daniëlla W. E. and Simons; Sinno H. P. and Tibboel; Dick and van Dijk; Monique; 		VoR	10.1097/ajp.0000000000000168			0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn/2015/00000031/00000009/art00010	The Clinical Journal of Pain			VoR					0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn											Article	2015	Controlled	Regular	Total_Item_Investigations	1	1	0
Pain Management in Neonatal Intensive Care	Wolters Kluwer		connect	Aukes; Daphne I. and Roofthooft; Daniëlla W. E. and Simons; Sinno H. P. and Tibboel; Dick and van Dijk; Monique; 		VoR	10.1097/ajp.0000000000000168			0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn/2015/00000031/00000009/art00010	The Clinical Journal of Pain			VoR					0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn											Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1	0
Pain Management in Neonatal Intensive Care	Wolters Kluwer		connect	Aukes; Daphne I. and Roofthooft; Daniëlla W. E. and Simons; Sinno H. P. and Tibboel; Dick and van Dijk; Monique; 		VoR	10.1097/ajp.0000000000000168			0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn/2015/00000031/00000009/art00010	The Clinical Journal of Pain			VoR					0749-8047	1536-5409	https://www.ingentaconnect.com/content/wk/cjpn											Article	2015	Controlled	Regular	No_License	1	1	0
Phantom Penises In Transsexuals	Imprint Academic		connect	Ramachandran; V.S. and McGeoch; P. D.; 		VoR				1355-8250		https://www.ingentaconnect.com/content/imp/jcs/2008/00000015/00000001/art00001	Journal of Consciousness Studies			VoR					1355-8250		https://www.ingentaconnect.com/content/imp/jcs											Article	2008	Controlled	Regular	Total_Item_Investigations	1	1	0
Phantom Penises In Transsexuals	Imprint Academic		connect	Ramachandran; V.S. and McGeoch; P. D.; 		VoR				1355-8250		https://www.ingentaconnect.com/content/imp/jcs/2008/00000015/00000001/art00001	Journal of Consciousness Studies			VoR					1355-8250		https://www.ingentaconnect.com/content/imp/jcs											Article	2008	Controlled	Regular	Unique_Item_Investigations	1	1	0
Phantom Penises In Transsexuals	Imprint Academic		connect	Ramachandran; V.S. and McGeoch; P. D.; 		VoR				1355-8250		https://www.ingentaconnect.com/content/imp/jcs/2008/00000015/00000001/art00001	Journal of Consciousness Studies			VoR					1355-8250		https://www.ingentaconnect.com/content/imp/jcs											Article	2008	Controlled	Regular	No_License	1	1	0
Public Health Nursing and Community Health Worker Teams : A Community-Based Preventive Services Clinic Exemplar	Wolters Kluwer		connect	Cooper; Jennifer and Bejster; Mallory and Policicchio; Judi and Langhorne; Tamera and Jackson; Shanteny and Shelton; Patrice and Toney; Stephanie; 		VoR	10.1097/jac.0000000000000393			0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac/2021/00000044/00000004/art00003	Journal of Ambulatory Care Management			VoR					0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac											Article	2021	Controlled	Regular	Total_Item_Investigations	1	1	0
Public Health Nursing and Community Health Worker Teams : A Community-Based Preventive Services Clinic Exemplar	Wolters Kluwer		connect	Cooper; Jennifer and Bejster; Mallory and Policicchio; Judi and Langhorne; Tamera and Jackson; Shanteny and Shelton; Patrice and Toney; Stephanie; 		VoR	10.1097/jac.0000000000000393			0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac/2021/00000044/00000004/art00003	Journal of Ambulatory Care Management			VoR					0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac											Article	2021	Controlled	Regular	Unique_Item_Investigations	1	1	0
Public Health Nursing and Community Health Worker Teams : A Community-Based Preventive Services Clinic Exemplar	Wolters Kluwer		connect	Cooper; Jennifer and Bejster; Mallory and Policicchio; Judi and Langhorne; Tamera and Jackson; Shanteny and Shelton; Patrice and Toney; Stephanie; 		VoR	10.1097/jac.0000000000000393			0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac/2021/00000044/00000004/art00003	Journal of Ambulatory Care Management			VoR					0148-9917	1550-3267	https://www.ingentaconnect.com/content/wk/jac											Article	2021	Controlled	Regular	No_License	1	1	0
Remote Sensing Techniques to Assess Water Quality	American Society for Photogrammetry and Remote Sensing		connect	Ritchie; Jerry C. and Zimba; Paul V. and Everitt; James H.; 		VoR	10.14358/pers.69.6.695			0099-1112		https://www.ingentaconnect.com/content/asprs/pers/2003/00000069/00000006/art00007	Photogrammetric Engineering & Remote Sensing			VoR					0099-1112		https://www.ingentaconnect.com/content/asprs/pers											Article	2003	OA_Gold	Regular	Total_Item_Investigations	1	1	0
Remote Sensing Techniques to Assess Water Quality	American Society for Photogrammetry and Remote Sensing		connect	Ritchie; Jerry C. and Zimba; Paul V. and Everitt; James H.; 		VoR	10.14358/pers.69.6.695			0099-1112		https://www.ingentaconnect.com/content/asprs/pers/2003/00000069/00000006/art00007	Photogrammetric Engineering & Remote Sensing			VoR					0099-1112		https://www.ingentaconnect.com/content/asprs/pers											Article	2003	OA_Gold	Regular	Unique_Item_Investigations	1	1	0
Serum total protein concentrations in surplus dairy calves in British Columbia	Canadian Veterinary Medical Association		connect	Wilson; Devon J. and Pempek; Jessica A. and Habing; Gregory and Proudfoot; Kathryn L. and Renaud; David L.; 		VoR				0008-5286		https://www.ingentaconnect.com/content/cvma/cvj/2023/00000064/00000005/art00012	The Canadian Veterinary Journal			VoR					0008-5286		https://www.ingentaconnect.com/content/cvma/cvj											Article	2023	Controlled	Regular	Total_Item_Investigations	1	1	0
Serum total protein concentrations in surplus dairy calves in British Columbia	Canadian Veterinary Medical Association		connect	Wilson; Devon J. and Pempek; Jessica A. and Habing; Gregory and Proudfoot; Kathryn L. and Renaud; David L.; 		VoR				0008-5286		https://www.ingentaconnect.com/content/cvma/cvj/2023/00000064/00000005/art00012	The Canadian Veterinary Journal			VoR					0008-5286		https://www.ingentaconnect.com/content/cvma/cvj											Article	2023	Controlled	Regular	Unique_Item_Investigations	1	1	0
Serum total protein concentrations in surplus dairy calves in British Columbia	Canadian Veterinary Medical Association		connect	Wilson; Devon J. and Pempek; Jessica A. and Habing; Gregory and Proudfoot; Kathryn L. and Renaud; David L.; 		VoR				0008-5286		https://www.ingentaconnect.com/content/cvma/cvj/2023/00000064/00000005/art00012	The Canadian Veterinary Journal			VoR					0008-5286		https://www.ingentaconnect.com/content/cvma/cvj											Article	2023	Controlled	Regular	No_License	1	1	0
Superior Mesenteric Artery Syndrome	Wolters Kluwer		connect	Thompson; Kyle L. and Ziegler; Jane and Trate; T. Cate and Trate; Douglas M.; 		VoR	10.1097/tin.0000000000000090			0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin/2017/00000032/00000001/art00002	Topics in Clinical Nutrition			VoR					0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin											Article	2017	Controlled	Regular	Total_Item_Investigations	1	1	0
Superior Mesenteric Artery Syndrome	Wolters Kluwer		connect	Thompson; Kyle L. and Ziegler; Jane and Trate; T. Cate and Trate; Douglas M.; 		VoR	10.1097/tin.0000000000000090			0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin/2017/00000032/00000001/art00002	Topics in Clinical Nutrition			VoR					0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin											Article	2017	Controlled	Regular	Unique_Item_Investigations	1	1	0
Superior Mesenteric Artery Syndrome	Wolters Kluwer		connect	Thompson; Kyle L. and Ziegler; Jane and Trate; T. Cate and Trate; Douglas M.; 		VoR	10.1097/tin.0000000000000090			0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin/2017/00000032/00000001/art00002	Topics in Clinical Nutrition			VoR					0883-5691	1550-5146	https://www.ingentaconnect.com/content/wk/tin											Article	2017	Controlled	Regular	No_License	1	1	0
