Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	coherentdigital:university_of_prince_edward_island_ca
Metric_Types	
Report_Filters	Data_Type=Article|Book|Book_Segment|Dataset|Journal|Multimedia|Newspaper_or_Newsletter|Other|Repository_Item|Report|Thesis_or_Dissertation
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:40:11+00:00
Created_By	LibLynx LLC for Coherent Digital

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
School of Public Policy, University of Calgary	Coherent Digital		Coherent Digital					organization:school-of-public-policy-university-of-calgary																										Other	2021	Controlled	Regular	Unique_Item_Investigations	1	0	1
School of Public Policy, University of Calgary	Coherent Digital		Coherent Digital					organization:school-of-public-policy-university-of-calgary																										Other	2021	Controlled	Regular	Total_Item_Requests	1	0	1
School of Public Policy, University of Calgary	Coherent Digital		Coherent Digital					organization:school-of-public-policy-university-of-calgary																										Other	2021	Controlled	Regular	Unique_Item_Requests	1	0	1
Senior Cohousing How-To Guide	desLibris		Coherent Digital					artifact:1184007																										Repository_Item	2016	Controlled	Regular	Total_Item_Investigations	1	0	1
Senior Cohousing How-To Guide	desLibris		Coherent Digital					artifact:1184007																										Repository_Item	2016	Controlled	Regular	Unique_Item_Investigations	1	0	1
Speechless	Freehand Books		Coherent Digital					artifact:1879407																										Repository_Item	2020	Controlled	Regular	Total_Item_Investigations	4	4	0
Speechless	Freehand Books		Coherent Digital					artifact:1879407																										Repository_Item	2020	Controlled	Regular	Unique_Item_Investigations	2	2	0
Speechless	Freehand Books		Coherent Digital					artifact:1879407																										Repository_Item	2020	Controlled	Regular	Total_Item_Requests	1	1	0
Speechless	Freehand Books		Coherent Digital					artifact:1879407																										Repository_Item	2020	Controlled	Regular	Unique_Item_Requests	1	1	0
Statistics Canada	Coherent Digital		Coherent Digital					organization:statistics-canada-ca																										Other	2020	Controlled	Regular	Total_Item_Investigations	1	0	1
Statistics Canada	Coherent Digital		Coherent Digital					organization:statistics-canada-ca																										Other	2020	Controlled	Regular	Unique_Item_Investigations	1	0	1
Statistics Canada	Coherent Digital		Coherent Digital					organization:statistics-canada-ca																										Other	2020	Controlled	Regular	Total_Item_Requests	1	0	1
Statistics Canada	Coherent Digital		Coherent Digital					organization:statistics-canada-ca																										Other	2020	Controlled	Regular	Unique_Item_Requests	1	0	1
The Allspice Bath	Inanna Publications and Education Inc.		Coherent Digital					artifact:1879529																										Repository_Item	2019	Controlled	Regular	Total_Item_Investigations	1	1	0
The Allspice Bath	Inanna Publications and Education Inc.		Coherent Digital					artifact:1879529																										Repository_Item	2019	Controlled	Regular	Unique_Item_Investigations	1	1	0
