Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	CUP:12159
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:39:07Z
Created_By	Cambridge Core

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
An Introduction to Plant Structure and Development	Cambridge University Press		Cambridge Core	10.1017/CBO9781139165365		978-1-139-16536-5			https://doi.org/10.1017/CBO9781139165365	Unique_Item_Investigations	1	1	0
An Introduction to Plant Structure and Development	Cambridge University Press		Cambridge Core	10.1017/CBO9781139165365		978-1-139-16536-5			https://doi.org/10.1017/CBO9781139165365	No_License	1	1	0
An Introduction to Plant Structure and Development	Cambridge University Press		Cambridge Core	10.1017/CBO9781139165365		978-1-139-16536-5			https://doi.org/10.1017/CBO9781139165365	Unique_Title_Investigations	1	1	0
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Total_Item_Investigations	1	0	1
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Unique_Item_Investigations	1	0	1
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Total_Item_Requests	1	0	1
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Unique_Item_Requests	1	0	1
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Total_Item_Investigations	1	1	0
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Unique_Item_Investigations	1	1	0
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Total_Item_Requests	1	1	0
animal	Cambridge University Press		Cambridge Core		CUP:ANM		1751-7311	1751-732X	https://www.cambridge.org/core/product/identifier/ANM/type/journal	Unique_Item_Requests	1	1	0
Animal Genetic Resources/Resources génétiques animales/Recursos genéticos animales	Cambridge University Press		Cambridge Core		CUP:AGR		2078-6336	2078-6344	https://www.cambridge.org/core/product/identifier/AGR/type/journal	Total_Item_Investigations	1	0	1
Animal Genetic Resources/Resources génétiques animales/Recursos genéticos animales	Cambridge University Press		Cambridge Core		CUP:AGR		2078-6336	2078-6344	https://www.cambridge.org/core/product/identifier/AGR/type/journal	Unique_Item_Investigations	1	0	1
Animal Genetic Resources/Resources génétiques animales/Recursos genéticos animales	Cambridge University Press		Cambridge Core		CUP:AGR		2078-6336	2078-6344	https://www.cambridge.org/core/product/identifier/AGR/type/journal	No_License	1	0	1
Animal Health Research Reviews	Cambridge University Press		Cambridge Core		CUP:AHR		1466-2523	1475-2654	https://www.cambridge.org/core/product/identifier/AHR/type/journal	Total_Item_Investigations	1	1	0
Animal Health Research Reviews	Cambridge University Press		Cambridge Core		CUP:AHR		1466-2523	1475-2654	https://www.cambridge.org/core/product/identifier/AHR/type/journal	Unique_Item_Investigations	1	1	0
Animal Health Research Reviews	Cambridge University Press		Cambridge Core		CUP:AHR		1466-2523	1475-2654	https://www.cambridge.org/core/product/identifier/AHR/type/journal	Total_Item_Requests	1	1	0
Animal Health Research Reviews	Cambridge University Press		Cambridge Core		CUP:AHR		1466-2523	1475-2654	https://www.cambridge.org/core/product/identifier/AHR/type/journal	Unique_Item_Requests	1	1	0
Animal Homosexuality	Cambridge University Press		Cambridge Core	10.1017/CBO9780511762192		978-0-511-76219-2			https://doi.org/10.1017/CBO9780511762192	Total_Item_Investigations	1	1	0
Animal Homosexuality	Cambridge University Press		Cambridge Core	10.1017/CBO9780511762192		978-0-511-76219-2			https://doi.org/10.1017/CBO9780511762192	Unique_Item_Investigations	1	1	0
Animal Homosexuality	Cambridge University Press		Cambridge Core	10.1017/CBO9780511762192		978-0-511-76219-2			https://doi.org/10.1017/CBO9780511762192	No_License	1	1	0
Animal Homosexuality	Cambridge University Press		Cambridge Core	10.1017/CBO9780511762192		978-0-511-76219-2			https://doi.org/10.1017/CBO9780511762192	Unique_Title_Investigations	1	1	0
Animal Science	Cambridge University Press		Cambridge Core		CUP:ASC		1357-7298	1748-748X	https://www.cambridge.org/core/product/identifier/ASC/type/journal	No_License	1	0	1
Animal Science	Cambridge University Press		Cambridge Core		CUP:ASC		1357-7298	1748-748X	https://www.cambridge.org/core/product/identifier/ASC/type/journal	Total_Item_Investigations	1	1	0
