Report_Name	Database Master Report
Report_ID	DR
Release	5
Institution_Name	UPEI
Institution_ID	Gale:otta0998
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Method
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T08:43:28Z
Created_By	Gale

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Data_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Gale OneFile: Environmental Studies	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPES	Journal	Regular	Total_Item_Requests	8	6	2
Gale OneFile: Environmental Studies	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPES	Journal	Regular	Unique_Item_Investigations	6	4	2
Gale OneFile: Environmental Studies	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPES	Journal	Regular	Unique_Item_Requests	6	4	2
Gale OneFile: Fine Arts	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPFA	Database	Regular	Searches_Regular	43	35	8
Gale OneFile: Fine Arts	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPFA	Journal	Regular	Total_Item_Investigations	49	45	4
Gale OneFile: Fine Arts	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPFA	Journal	Regular	Total_Item_Requests	49	45	4
Gale OneFile: Fine Arts	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPFA	Journal	Regular	Unique_Item_Investigations	37	33	4
Gale OneFile: Fine Arts	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPFA	Journal	Regular	Unique_Item_Requests	37	33	4
Gale OneFile: Gardening and Horticulture	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPGL	Database	Regular	Searches_Regular	6	1	5
Gale OneFile: Gardening and Horticulture	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPGL	Journal	Regular	Total_Item_Investigations	3	0	3
Gale OneFile: Gardening and Horticulture	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPGL	Journal	Regular	Total_Item_Requests	3	0	3
Gale OneFile: Gardening and Horticulture	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPGL	Journal	Regular	Unique_Item_Investigations	1	0	1
Gale OneFile: Gardening and Horticulture	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPGL	Journal	Regular	Unique_Item_Requests	1	0	1
Gale OneFile: Gender Studies	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPGB	Database	Regular	Searches_Regular	4	1	3
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Database	Regular	Searches_Regular	52	26	26
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Journal	Regular	Total_Item_Investigations	51	29	22
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Journal	Regular	Total_Item_Requests	51	29	22
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Journal	Regular	Unique_Item_Investigations	33	18	15
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Journal	Regular	Unique_Item_Requests	33	18	15
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	1	1	0
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Newspaper_or_Newsletter	Regular	Total_Item_Requests	1	1	0
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	1	1	0
Gale OneFile: Health and Medicine	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:HRCA	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	1	1	0
Gale OneFile: Hospitality and Tourism	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPTH	Database	Regular	Searches_Regular	4	1	3
Gale OneFile: Information Science	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPIS	Database	Regular	Searches_Regular	5	1	4
Gale OneFile: Information Science	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPIS	Journal	Regular	Total_Item_Investigations	1	0	1
Gale OneFile: Information Science	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPIS	Journal	Regular	Total_Item_Requests	1	0	1
Gale OneFile: Information Science	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPIS	Journal	Regular	Unique_Item_Investigations	1	0	1
Gale OneFile: Information Science	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPIS	Journal	Regular	Unique_Item_Requests	1	0	1
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Database	Regular	Searches_Regular	8	1	7
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Journal	Regular	Total_Item_Investigations	3	0	3
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Journal	Regular	Total_Item_Requests	3	0	3
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Journal	Regular	Unique_Item_Investigations	2	0	2
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Journal	Regular	Unique_Item_Requests	2	0	2
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	1	0	1
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Newspaper_or_Newsletter	Regular	Total_Item_Requests	1	0	1
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	1	0	1
Gale OneFile: Informe Academico	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:IFME	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	1	0	1
Gale OneFile: LegalTrac	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:LT	Database	Regular	Searches_Regular	4	1	3
Gale OneFile: Military and Intelligence	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPMI	Database	Regular	Searches_Regular	5	2	3
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Database	Regular	Searches_Regular	49	27	22
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Journal	Regular	Total_Item_Investigations	2	1	1
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Journal	Regular	Total_Item_Requests	2	1	1
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Journal	Regular	Unique_Item_Investigations	2	1	1
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Journal	Regular	Unique_Item_Requests	2	1	1
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	25	10	15
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Newspaper_or_Newsletter	Regular	Total_Item_Requests	25	10	15
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	21	8	13
Gale OneFile: News	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:STND	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	21	8	13
Gale OneFile: Nursing and Allied Health	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPNU	Database	Regular	Searches_Regular	8	5	3
Gale OneFile: Nursing and Allied Health	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPNU	Journal	Regular	Total_Item_Investigations	4	4	0
Gale OneFile: Nursing and Allied Health	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPNU	Journal	Regular	Total_Item_Requests	4	4	0
Gale OneFile: Nursing and Allied Health	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPNU	Journal	Regular	Unique_Item_Investigations	2	2	0
Gale OneFile: Nursing and Allied Health	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPNU	Journal	Regular	Unique_Item_Requests	2	2	0
Gale OneFile: Physical Therapy	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPSM	Database	Regular	Searches_Regular	4	1	3
Gale OneFile: Pop Culture Studies	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPOP	Database	Regular	Searches_Regular	4	1	3
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Database	Regular	Searches_Regular	7	3	4
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Journal	Regular	Total_Item_Investigations	2	2	0
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Journal	Regular	Total_Item_Requests	2	2	0
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Journal	Regular	Unique_Item_Investigations	1	1	0
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Journal	Regular	Unique_Item_Requests	1	1	0
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	1	0	1
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Newspaper_or_Newsletter	Regular	Total_Item_Requests	1	0	1
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	1	0	1
Gale OneFile: Psychology	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPPC	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	1	0	1
Gale OneFile: Religion and Philosophy	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPRP	Database	Regular	Searches_Regular	8	2	6
Gale OneFile: Religion and Philosophy	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPRP	Journal	Regular	Total_Item_Investigations	5	3	2
Gale OneFile: Religion and Philosophy	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPRP	Journal	Regular	Total_Item_Requests	5	3	2
Gale OneFile: Religion and Philosophy	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPRP	Journal	Regular	Unique_Item_Investigations	3	2	1
Gale OneFile: Religion and Philosophy	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPRP	Journal	Regular	Unique_Item_Requests	3	2	1
Gale OneFile: U.S. History	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPUS	Database	Regular	Searches_Regular	7	1	6
Gale OneFile: Vocations and Careers	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPVC	Database	Regular	Searches_Regular	6	1	5
Gale OneFile: Vocations and Careers	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPVC	Journal	Regular	Total_Item_Investigations	1	0	1
Gale OneFile: Vocations and Careers	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPVC	Journal	Regular	Total_Item_Requests	1	0	1
Gale OneFile: Vocations and Careers	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPVC	Journal	Regular	Unique_Item_Investigations	1	0	1
Gale OneFile: Vocations and Careers	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPVC	Journal	Regular	Unique_Item_Requests	1	0	1
Gale OneFile: War and Terrorism	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPWT	Database	Regular	Searches_Regular	4	1	3
Gale OneFile: World History	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPWH	Database	Regular	Searches_Regular	7	4	3
Gale OneFile: World History	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPWH	Journal	Regular	Total_Item_Investigations	3	3	0
Gale OneFile: World History	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:PPWH	Journal	Regular	Unique_Item_Investigations	1	1	0
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Database	Regular	Searches_Regular	19	6	13
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Book	Regular	Total_Item_Investigations	25	12	13
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Book	Regular	Total_Item_Requests	25	12	13
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Book	Regular	Unique_Item_Investigations	21	10	11
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Book	Regular	Unique_Item_Requests	21	10	11
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Book	Regular	Unique_Title_Investigations	17	8	9
Gale Virtual Reference Library	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:EB50	Book	Regular	Unique_Title_Requests	17	8	9
Indigenous Peoples of North America I	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:INDP-1	Database	Regular	Searches_Regular	3	2	1
Indigenous Peoples of North America I	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:INDP-1	Journal	Regular	Total_Item_Investigations	3	3	0
Indigenous Peoples of North America I	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:INDP-1	Journal	Regular	Total_Item_Requests	3	3	0
Indigenous Peoples of North America I	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:INDP-1	Journal	Regular	Unique_Item_Investigations	3	3	0
Indigenous Peoples of North America I	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:INDP-1	Journal	Regular	Unique_Item_Requests	3	3	0
The Times Digital Archive, 1785-1985	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:TTDA-1	Database	Regular	Searches_Regular	74	35	39
The Times Digital Archive, 1785-1985	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:TTDA-1	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	486	146	340
The Times Digital Archive, 1785-1985	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:TTDA-1	Newspaper_or_Newsletter	Regular	Total_Item_Requests	483	146	337
The Times Digital Archive, 1785-1985	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:TTDA-1	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	340	106	234
The Times Digital Archive, 1785-1985	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:TTDA-1	Newspaper_or_Newsletter	Regular	Unique_Item_Requests	337	106	231
The Times Digital Archive, 1986-2014	Gale Cengage Learning	ISNI:0000000446918589	Gale	gale:TTDA-2	Database	Regular	Searches_Regular	74	35	39
